SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_high_deduplicated,n_reps,y_std,y_min,y_max
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,E-0014892,openadmet_expansion_train,1.5987905067631152,1,,1.5987905067631152,1.5987905067631152
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,E-0014895,openadmet_expansion_train,1.8767949762007008,1,,1.8767949762007008,1.8767949762007008
COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,E-0014897,openadmet_expansion_train,1.230448921378274,1,,1.230448921378274,1.230448921378274
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,E-0014893,openadmet_expansion_train,2.11826472608948,1,,2.11826472608948,2.11826472608948
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,E-0014894,openadmet_expansion_train,2.2579184503140586,1,,2.2579184503140586,2.2579184503140586
COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)c(OC)c1,E-0015038,openadmet_expansion_train,1.0086001717619175,1,,1.0086001717619175,1.0086001717619175
COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,E-0015077,openadmet_expansion_train,1.3926969532596658,1,,1.3926969532596658,1.3926969532596658
COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0014154,openadmet_expansion_train,1.944482672150169,1,,1.944482672150169,1.944482672150169
COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)cc1OC,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)cc1OC,E-0014152,openadmet_expansion_train,2.196176185039973,1,,2.196176185039973,2.196176185039973
COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)nc1,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,E-0015131,openadmet_expansion_train,2.0806264869218056,1,,2.0806264869218056,2.0806264869218056
COc1ccc(-c2cc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,COc1ccc(-c2cc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,E-0015167,openadmet_expansion_train,2.116275587580544,1,,2.116275587580544,2.116275587580544
COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,E-0011806,openadmet_expansion_train,1.3747483460101038,1,,1.3747483460101038,1.3747483460101038
COc1ccc(-c2cc(NC3CCN(Cc4cncc(Cl)c4)CC3)[nH]n2)c(OC)c1,COc1ccc(-c2cc(NC3CCN(Cc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0014819,openadmet_expansion_train,2.3634239329171765,1,,2.3634239329171765,2.3634239329171765
COc1ccc(-c2cc(NCc3ccc(C)cc3)nc(=O)[n-]2)cc1,COc1ccc(-c2cc(NCc3ccc(C)cc3)nc(=O)[nH]2)cc1,E-0012186,openadmet_expansion_train,2.049218022670181,1,,2.049218022670181,2.049218022670181
COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,E-0011869,openadmet_expansion_train,2.969928189428116,1,,2.969928189428116,2.969928189428116
COc1ccc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)cn1,COc1ccc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)cn1,E-0015330,openadmet_expansion_train,1.2671717284030135,1,,1.2671717284030135,1.2671717284030135
COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,E-0011366,openadmet_expansion_train,2.009450895798694,1,,2.009450895798694,2.009450895798694
COc1ccc(-c2n[nH]c(C(=O)N3CCN(Cc4cncc(Cl)c4)CC3)n2)c(OC)c1,COc1ccc(-c2n[nH]c(C(=O)N3CCN(Cc4cncc(Cl)c4)CC3)n2)c(OC)c1,E-0014250,openadmet_expansion_train,1.8068580295188168,1,,1.8068580295188168,1.8068580295188168
COc1ccc(-c2nc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)c[nH]2)c(OC)c1,COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,E-0014151,openadmet_expansion_train,1.0969100130080565,1,,1.0969100130080565,1.0969100130080565
COc1ccc(-c2nc3cc(OCCCN(C)C)ccc3[nH]2)cc1NC(=O)c1cccc(NC(=O)c2ncc[nH]2)c1,COc1ccc(-c2nc3ccc(OCCCN(C)C)cc3[nH]2)cc1NC(=O)c1cccc(NC(=O)c2ncc[nH]2)c1,E-0002284,openadmet_expansion_train,1.2013971243204515,1,,1.2013971243204515,1.2013971243204515
COc1ccc(-c2nc3ccn(CCN4CCCCC4)cc-3n2)cc1,COc1ccc(-c2nc3ccn(CCN4CCCCC4)cc-3n2)cc1,E-0015217,openadmet_expansion_train,1.5943925503754266,1,,1.5943925503754266,1.5943925503754266
COc1ccc(-n2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)nn2)c([O-])c1,COc1ccc(-n2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)nn2)c(O)c1,E-0014391,openadmet_expansion_train,1.675778341674085,1,,1.675778341674085,1.675778341674085
COc1ccc(-n2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cn2)c(OC)c1,COc1ccc(-n2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cn2)c(OC)c1,E-0014132,openadmet_expansion_train,1.2695129442179165,1,,1.2695129442179165,1.2695129442179165
COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,E-0014788,openadmet_expansion_train,1.2380461031287957,1,,1.2380461031287957,1.2380461031287957
COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,E-0014789,openadmet_expansion_train,1.577491799837225,1,,1.577491799837225,1.577491799837225
COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,E-0014784,openadmet_expansion_train,1.484299839346786,1,,1.484299839346786,1.484299839346786
COc1ccc(N(C)c2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(N(C)c2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014746,openadmet_expansion_train,2.860996436757196,1,,2.860996436757196,2.860996436757196
COc1ccc(N(C)c2nccc(NCCc3ccncc3)n2)cc1,COc1ccc(N(C)c2nccc(NCCc3ccncc3)n2)cc1,E-0014672,openadmet_expansion_train,2.2581581933407944,1,,2.2581581933407944,2.2581581933407944
COc1ccc(N2CCC(OC3CC3)CC2)cc1-c1n[n-]c2cccnc12,COc1ccc(N2CCC(OC3CC3)CC2)cc1-c1n[nH]c2cccnc12,E-0014665,openadmet_expansion_train,0.0,1,,0.0,0.0
COc1ccc(Nc2cc(N(CCc3ccncc3)C3CC3)ccn2)cc1,COc1ccc(Nc2cc(N(CCc3ccncc3)C3CC3)ccn2)cc1,E-0014744,openadmet_expansion_train,2.14050804303818,1,,2.14050804303818,2.14050804303818
COc1ccc(Nc2cccc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Nc2cccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014745,openadmet_expansion_train,2.759743367597725,1,,2.759743367597725,2.759743367597725
COc1ccc(Nc2ccnc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Nc2ccnc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014743,openadmet_expansion_train,2.4574276929464847,1,,2.4574276929464847,2.4574276929464847
COc1ccc(Nc2cncc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Nc2cncc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014653,openadmet_expansion_train,2.844166410450201,1,,2.844166410450201,2.844166410450201
COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,E-0011703,openadmet_expansion_train,2.575995620203268,1,,2.575995620203268,2.575995620203268
COc1ccc(Nc2nccc(N(CCCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Nc2nccc(N(CCCc3ccncc3)C3CC3)n2)cc1,E-0014870,openadmet_expansion_train,2.7091851295502454,1,,2.7091851295502454,2.7091851295502454
COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014046,openadmet_expansion_train,2.7993405494535817,1,,2.7993405494535817,2.7993405494535817
COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,openadmet_expansion_train,2.024485667699167,1,,2.024485667699167,2.024485667699167
COc1ccc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2[nH]nc4cccnc24)C3)cc1,COc1ccc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)cc1,E-0015747,openadmet_expansion_train,1.8530895298518653,1,,1.8530895298518653,1.8530895298518653
COc1ccc(Oc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,COc1ccc(Oc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014654,openadmet_expansion_train,2.577261953585815,1,,2.577261953585815,2.577261953585815
COc1ccc2[nH]c(-c3ccc(-c4nc5ccc(OCCCC(N)=[NH2+])cc5[n-]4)cc3)nc2c1,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCC(=N)N)cc5[nH]4)cc3)[nH]c2c1,E-0002377,openadmet_expansion_train,2.3879234669734366,1,,2.3879234669734366,2.3879234669734366
COc1ccc2[nH]c(-c3ccc(-c4nc5ccc(OCCCNC(=[NH2+])N(C)C)cc5[n-]4)cc3)nc2c1,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,E-0010071,openadmet_expansion_train,2.2415464805965484,1,,2.2415464805965484,2.2415464805965484
COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,E-0013530,openadmet_expansion_train,0.99563519459755,1,,0.99563519459755,0.99563519459755
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)ccc3c2c1,E-0012783,openadmet_expansion_train,1.5888317255942073,1,,1.5888317255942073,1.5888317255942073
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)cnc3c2c1,E-0012871,openadmet_expansion_train,2.322219294733919,1,,2.322219294733919,2.322219294733919
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)ccc3c2c1,E-0012894,openadmet_expansion_train,1.677606952720493,1,,1.677606952720493,1.677606952720493
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)cnc3c2c1,E-0012759,openadmet_expansion_train,2.289365951520032,1,,2.289365951520032,2.289365951520032
COc1ccc2[nH]c3c(=O)n(CC4CC5(CNC5)C4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC4CC5(CNC5)C4)cnc3c2c1,E-0011983,openadmet_expansion_train,0.146128035678238,1,,0.146128035678238,0.146128035678238
COc1ccc2[nH]c3c(=O)n(CC4CCC(=O)NC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC4CCC(=O)NC4)cnc3c2c1,E-0011971,openadmet_expansion_train,0.6434526764861874,1,,0.6434526764861874,0.6434526764861874
COc1ccc2[nH]c3c(=O)n(CCCN(C)C4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN(C)C4CCCCC4)cnc3c2c1,E-0012055,openadmet_expansion_train,1.749736315569061,1,,1.749736315569061,1.749736315569061
COc1ccc2[nH]c3c(=O)n(CCCN(C)CCCc4cnc(N)cc4OC)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN(C)CCCc4cnc(N)cc4OC)cnc3c2c1,E-0012105,openadmet_expansion_train,1.1430148002540952,1,,1.1430148002540952,1.1430148002540952
COc1ccc2[nH]c3c(=O)n(CCCN4CCC(OC)CC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCC(OC)CC4)cnc3c2c1,E-0012036,openadmet_expansion_train,0.6627578316815741,1,,0.6627578316815741,0.6627578316815741
COc1ccc2[nH]c3c(=O)n(CCCN4CCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCC4)cnc3c2c1,E-0011991,openadmet_expansion_train,0.1139433523068367,1,,0.1139433523068367,0.1139433523068367
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,E-0012836,openadmet_expansion_train,1.2278867046136734,1,,1.2278867046136734,1.2278867046136734
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(F)c3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(F)c3c2c1,E-0012789,openadmet_expansion_train,1.0863598306747482,1,,1.0863598306747482,1.0863598306747482
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,E-0012238,openadmet_expansion_train,1.549003262025788,1,,1.549003262025788,1.549003262025788
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2n1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2n1,E-0013827,openadmet_expansion_train,1.568201724066995,1,,1.568201724066995,1.568201724066995
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,E-0012145,openadmet_expansion_train,0.9030899869919436,1,,0.9030899869919436,0.9030899869919436
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,E-0012837,openadmet_expansion_train,1.575187844927661,1,,1.575187844927661,1.575187844927661
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(F)c3c2c1,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(F)c3c2c1,E-0012790,openadmet_expansion_train,1.5289167002776547,1,,1.5289167002776547,1.5289167002776547
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)ccc3c2c1,E-0012788,openadmet_expansion_train,1.4471580313422192,1,,1.4471580313422192,1.4471580313422192
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)ccc3c2c1,E-0012229,openadmet_expansion_train,1.3404441148401185,1,,1.3404441148401185,1.3404441148401185
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,E-0012839,openadmet_expansion_train,1.2041199826559248,1,,1.2041199826559248,1.2041199826559248
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)ccc3c2c1,E-0012228,openadmet_expansion_train,1.3031960574204888,1,,1.3031960574204888,1.3031960574204888
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,E-0012840,openadmet_expansion_train,1.1986570869544226,1,,1.1986570869544226,1.1986570869544226
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)ccc3c2c1,E-0012754,openadmet_expansion_train,1.2253092817258628,1,,1.2253092817258628,1.2253092817258628
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)cnc3c2c1,E-0012866,openadmet_expansion_train,1.1172712956557642,1,,1.1172712956557642,1.1172712956557642
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,E-0011988,openadmet_expansion_train,0.4623979978989561,1,,0.4623979978989561,0.4623979978989561
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013720,openadmet_expansion_train,0.5314789170422551,1,,0.5314789170422551,0.5314789170422551
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)ccc3c2c1,E-0012755,openadmet_expansion_train,1.2201080880400552,1,,1.2201080880400552,1.2201080880400552
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)cnc3c2c1,E-0012865,openadmet_expansion_train,0.99563519459755,1,,0.99563519459755,0.99563519459755
COc1ccc2[nH]c3c(=O)n(C[C@H]4CCCN(C)C4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@H]4CCCN(C)C4)cnc3c2c1,E-0011989,openadmet_expansion_train,0.3979400086720376,1,,0.3979400086720376,0.3979400086720376
COc1ccc2[nH]c3c(=O)n(C[C@H]4CCN(C)C4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n(C[C@H]4CCN(C)C4)cnc3c2c1,E-0013991,openadmet_expansion_train,0.3010299956639812,1,,0.3010299956639812,0.3010299956639812
COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)ccc3c2c1,E-0013810,openadmet_expansion_train,0.7558748556724915,1,,0.7558748556724915,0.7558748556724915
COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)cnc3c2c1,E-0012758,openadmet_expansion_train,0.6812412373755872,1,,0.6812412373755872,0.6812412373755872
COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)ccc3c2c1,COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)ccc3c2c1,E-0013809,openadmet_expansion_train,0.8061799739838872,1,,0.8061799739838872,0.8061799739838872
COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)cnc3c2c1,COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)cnc3c2c1,E-0012757,openadmet_expansion_train,0.6812412373755872,1,,0.6812412373755872,0.6812412373755872
COc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,COc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,E-0015234,openadmet_expansion_train,1.4471580313422192,1,,1.4471580313422192,1.4471580313422192
COc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,COc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,E-0015627,openadmet_expansion_train,1.2695129442179165,1,,1.2695129442179165,1.2695129442179165
COc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,COc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,E-0015235,openadmet_expansion_train,1.8215135284047728,1,,1.8215135284047728,1.8215135284047728
COc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,COc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,E-0015628,openadmet_expansion_train,2.5828584622244994,1,,2.5828584622244994,2.5828584622244994
COc1ccc2c(C(=O)N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)[nH]nc2c1,COc1ccc2c(C(=O)N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n[nH]c2c1,E-0012779,openadmet_expansion_train,1.4440447959180762,1,,1.4440447959180762,1.4440447959180762
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]nc2c1,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)n[nH]c2c1,E-0011913,openadmet_expansion_train,1.1903316981702914,1,,1.1903316981702914,1.1903316981702914
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cn4)CC3)[nH]nc2c1,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cn4)CC3)n[nH]c2c1,E-0012816,openadmet_expansion_train,1.8155777483242672,1,,1.8155777483242672,1.8155777483242672
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)nc4)CC3)[nH]nc2c1,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)nc4)CC3)n[nH]c2c1,E-0012782,openadmet_expansion_train,2.3209766773428235,1,,2.3209766773428235,2.3209766773428235
COc1ccc2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,COc1ccc2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c2c1,E-0015318,openadmet_expansion_train,1.287801729930226,1,,1.287801729930226,1.287801729930226
COc1ccc2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,COc1ccc2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c2c1,E-0015422,openadmet_expansion_train,1.4955443375464486,1,,1.4955443375464486,1.4955443375464486
COc1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1C(F)(F)F,COc1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1C(F)(F)F,E-0014660,openadmet_expansion_train,1.230448921378274,1,,1.230448921378274,1.230448921378274
COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(C3=CCN(C)CC3)c12,COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(C3=CCN(C)CC3)c12,E-0017644,openadmet_expansion_train,1.1643528557844371,1,,1.1643528557844371,1.1643528557844371
COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(C3CCN(C)CC3)c12,COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(C3CCN(C)CC3)c12,E-0017715,openadmet_expansion_train,0.6434526764861874,1,,0.6434526764861874,0.6434526764861874
COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(CN3CC4(COC4)C3)c12,COc1ccc2c(c1)[nH]c1c(=O)n(C)cc(CN3CC4(COC4)C3)c12,E-0017716,openadmet_expansion_train,0.6901960800285137,1,,0.6901960800285137,0.6901960800285137
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0012784,openadmet_expansion_train,1.0413926851582251,1,,1.0413926851582251,1.0413926851582251
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,E-0013866,openadmet_expansion_train,1.5010592622177514,1,,1.5010592622177514,1.5010592622177514
COc1ccc2c(c1)[nH]c1c(=O)n(CCN(C)C3CCCCC3)ccc12,COc1ccc2c(c1)[nH]c1c(=O)n(CCN(C)C3CCCCC3)ccc12,E-0013837,openadmet_expansion_train,1.714329759745233,1,,1.714329759745233,1.714329759745233
COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)ccc12,COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)ccc12,E-0013747,openadmet_expansion_train,0.414973347970818,1,,0.414973347970818,0.414973347970818
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,E-0014361,openadmet_expansion_train,1.0453229787866574,1,,1.0453229787866574,1.0453229787866574
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ncnc12,COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ncnc12,E-0014790,openadmet_expansion_train,0.9444826721501688,1,,0.9444826721501688,0.9444826721501688
COc1ccc2c(c1)[nH]c1c(C(=O)[O-])ccnc12,COc1ccc2c(c1)[nH]c1c(C(=O)O)ccnc12,E-0014716,openadmet_expansion_train,0.7634279935629372,1,,0.7634279935629372,0.7634279935629372
