SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log1p_deduplicated,n_reps,y_std,y_min,y_max
CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,fang_1225,fang_dataset,1.7472849796977743,1,,1.7472849796977743,1.7472849796977743
CN1CCCN(C(=O)Nc2cccc(OCC(F)F)n2)CC1,CN1CCCN(C(=O)Nc2cccc(OCC(F)F)n2)CC1,fang_2736,fang_dataset,1.7472849796977743,1,,1.7472849796977743,1.7472849796977743
CN1CCCN(S(=O)(=O)c2ccc(-c3ccc4c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)cnnc4c3)cc2)CC1,CN1CCCN(S(=O)(=O)c2ccc(-c3ccc4c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)cnnc4c3)cc2)CC1,CHEMBL3589451,chembl_dataset,4.635708702327769,1,,4.635708702327769,4.635708702327769
CN1CCCN(S(=O)(=O)c2ccc(-c3ccc4ncc(C#N)c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)cc2)CC1,CN1CCCN(S(=O)(=O)c2ccc(-c3ccc4ncc(C#N)c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)cc2)CC1,CHEMBL3590283,chembl_dataset,5.056566772940979,1,,5.056566772940979,5.056566772940979
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,fang_742,fang_dataset,3.1470360473771515,1,,3.1470360473771515,3.1470360473771515
CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,CHEMBL4471839,chembl_dataset,3.161924448418062,1,,3.161924448418062,3.161924448418062
CN1CCCN(c2ncc(-c3ccc4c(N(C)c5cnccn5)ccnc4c3)cn2)CC1,CN1CCCN(c2ncc(-c3ccc4c(N(C)c5cnccn5)ccnc4c3)cn2)CC1,CHEMBL4475648,chembl_dataset,5.169119428076355,1,,5.169119428076355,5.169119428076355
CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CHEMBL4527111,chembl_dataset,4.383974735891898,1,,4.383974735891898,4.383974735891898
CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,E-0014364,openadmet_expansion_train,1.4816045409242156,1,,1.4816045409242156,1.4816045409242156
CN1CCC[C@@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CN1CCC[C@@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016930,openadmet_expansion_train,1.3609765531356006,1,,1.3609765531356006,1.3609765531356006
CN1CCC[C@@H](Cn2ccc3c([nH]c4c(Cl)cccc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4c(Cl)cccc43)c2=O)C1,E-0013836,openadmet_expansion_train,2.525728644308256,1,,2.525728644308256,2.525728644308256
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,E-0014366,openadmet_expansion_train,1.1631508098056809,1,,1.1631508098056809,1.1631508098056809
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1,E-0013786,openadmet_expansion_train,1.62924053973028,1,,1.62924053973028,1.62924053973028
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,E-0014367,openadmet_expansion_train,0.0,1,,0.0,0.0
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,E-0014107,openadmet_expansion_train,1.9740810260220096,1,,1.9740810260220096,1.9740810260220096
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,E-0013783,openadmet_expansion_train,1.667706820558076,1,,1.667706820558076,1.667706820558076
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5CC5)cc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5CC5)cc43)c2=O)C1,E-0013742,openadmet_expansion_train,2.0412203288596382,1,,2.0412203288596382,2.0412203288596382
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,E-0013815,openadmet_expansion_train,2.424802725718295,1,,2.424802725718295,2.424802725718295
CN1CCC[C@@H](Cn2ccc3c([nH]c4nc(C5CC5)ccc43)c2=O)C1,CN1CCC[C@@H](Cn2ccc3c([nH]c4nc(C5CC5)ccc43)c2=O)C1,E-0015529,openadmet_expansion_train,1.1939224684724346,1,,1.1939224684724346,1.1939224684724346
CN1CCC[C@@H](Cn2ccc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,CN1CCC[C@@H](Cn2ccc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,E-0013971,openadmet_expansion_train,1.9021075263969205,1,,1.9021075263969205,1.9021075263969205
CN1CCC[C@@H](Cn2ccc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,CN1CCC[C@@H](Cn2ccc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,E-0013972,openadmet_expansion_train,2.0541237336955462,1,,2.0541237336955462,2.0541237336955462
CN1CCC[C@@H](Cn2ccc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,CN1CCC[C@@H](Cn2ccc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,E-0013812,openadmet_expansion_train,2.9014215940827497,1,,2.9014215940827497,2.9014215940827497
CN1CCC[C@@H](Cn2cnc3c([nH]c4c(Cl)cccc43)c2=O)C1,CN1CCC[C@@H](Cn2cnc3c([nH]c4c(Cl)cccc43)c2=O)C1,E-0013897,openadmet_expansion_train,1.916922612182061,1,,1.916922612182061,1.916922612182061
CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,E-0013717,openadmet_expansion_train,2.0149030205422647,1,,2.0149030205422647,2.0149030205422647
CN1CCC[C@@H](Cn2cnc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,CN1CCC[C@@H](Cn2cnc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,E-0013739,openadmet_expansion_train,1.4816045409242156,1,,1.4816045409242156,1.4816045409242156
CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,E-0014363,openadmet_expansion_train,2.128231705849268,1,,2.128231705849268,2.128231705849268
CN1CCC[C@@H](NC(=O)Cn2nc(C(C)(C)O)n3c(cc4sc(Cl)cc43)c2=O)C1,CN1CCC[C@@H](NC(=O)Cn2nc(C(C)(C)O)n3c(cc4sc(Cl)cc43)c2=O)C1,CHEMBL5573324,chembl_dataset,3.6904781754776335,1,,3.6904781754776335,3.6904781754776335
CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,E-0017773,openadmet_expansion_train,2.525728644308256,1,,2.525728644308256,2.525728644308256
CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016850,openadmet_expansion_train,2.028148247292285,1,,2.028148247292285,2.028148247292285
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,fang_1654,fang_dataset,3.2518849774175216,1,,3.2518849774175216,3.2518849774175216
CN1CCC[C@@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,CN1CCC[C@@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016852,openadmet_expansion_train,1.33500106673234,1,,1.33500106673234,1.33500106673234
CN1CCC[C@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CN1CCC[C@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016931,openadmet_expansion_train,0.0,1,,0.0,0.0
CN1CCC[C@H](NC(=O)C2CN(S(=O)(=O)c3ccccc3)C[C@@H]2NC(=O)c2cc(-c3ccccc3Cl)on2)C1,CN1CCC[C@H](NC(=O)[C@H]2CN(S(=O)(=O)c3ccccc3)C[C@@H]2NC(=O)c2cc(-c3ccccc3Cl)on2)C1,CHEMBL4645043,chembl_dataset,4.700189414379249,1,,4.700189414379249,4.700189414379249
CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)C1,E-0017772,openadmet_expansion_train,2.501435951739211,1,,2.501435951739211,2.501435951739211
CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CN1CCC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0017128,openadmet_expansion_train,2.7013612129514133,1,,2.7013612129514133,2.7013612129514133
CN1CCC[C@H]1CCN1CCCc2cc(NC(=[NH2+])c3cccs3)ccc21,CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,CHEMBL1956112,chembl_dataset,2.3600272443544745,1,,2.3600272443544745,2.3600272443544745
CN1CCC[C@H]1COc1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc([O-])cc6)nc5c4)ccc3[nH]2)cc1,CN1CCC[C@H]1COc1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)ccc3[nH]2)cc1,E-0001321,openadmet_expansion_train,4.050044303325521,1,,4.050044303325521,4.050044303325521
CN1CCC[C@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,CN1CCC[C@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016851,openadmet_expansion_train,1.9315214116032136,1,,1.9315214116032136,1.9315214116032136
CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc21,CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc21,CHEMBL217579,chembl_dataset,2.103646230376653,1,,2.103646230376653,2.103646230376653
CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)nc3)cc21,CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)nc3)cc21,CHEMBL215324,chembl_dataset,1.6315907170752335,1,,1.6315907170752335,1.6315907170752335
CN1CCCn2c1cc(OCc1cc(F)c(Oc3ccc(C(F)(F)F)nc3)c(F)c1)nc2=O,CN1CCCn2c1cc(OCc1cc(F)c(Oc3ccc(C(F)(F)F)nc3)c(F)c1)nc2=O,fang_2115,fang_dataset,3.022860941529558,1,,3.022860941529558,3.022860941529558
CN1CCCn2nc3c(c2C1=O)CN(C(=O)Nc1ccc(F)c(Cl)c1)CC3,CN1CCCn2nc3c(c2C1=O)CN(C(=O)Nc1ccc(F)c(Cl)c1)CC3,CHEMBL5175212,chembl_dataset,2.4849066497880004,1,,2.4849066497880004,2.4849066497880004
CN1CCN(C(=O)C(CCC(C)(C)F)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cnc3ccccc3n2)CC1,CN1CCN(C(=O)C(CCC(C)(C)F)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cnc3ccccc3n2)CC1,CHEMBL71499,chembl_dataset,6.473890696352274,1,,6.473890696352274,6.473890696352274
CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,fang_1836,fang_dataset,1.7472849796977743,1,,1.7472849796977743,1.7472849796977743
CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,fang_922,fang_dataset,1.7472849796977743,1,,1.7472849796977743,1.7472849796977743
CN1CCN(C(=O)C2CCCCC2C(=O)NCC#N)CC1,CN1CCN(C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N)CC1,CHEMBL2164675,chembl_dataset,2.210601374377858,1,,2.210601374377858,2.210601374377858
CN1CCN(C(=O)C2CCN(c3ccccn3)CC2)c2ccc(Cl)cc21,CN1CCN(C(=O)C2CCN(c3ccccn3)CC2)c2ccc(Cl)cc21,CHEMBL4760698,chembl_dataset,4.421728001525434,1,,4.421728001525434,4.421728001525434
CN1CCN(C(=O)COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CN1CCN(C(=O)COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016643,openadmet_expansion_train,1.252762968495368,1,,1.252762968495368,1.252762968495368
CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,E-0014813,openadmet_expansion_train,2.778819271990417,1,,2.778819271990417,2.778819271990417
CN1CCN(C(=O)Nc2cccc(-c3ccc4c(c3)sc3c(N)ncnc34)c2)CC1,CN1CCN(C(=O)Nc2cccc(-c3ccc4c(c3)sc3c(N)ncnc34)c2)CC1,CHEMBL3347683,chembl_dataset,5.139438861480548,1,,5.139438861480548,5.139438861480548
CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014384,openadmet_expansion_train,4.00369019395397,1,,4.00369019395397,4.00369019395397
CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,fang_1272,fang_dataset,2.3116439379701266,1,,2.3116439379701266,2.3116439379701266
CN1CCN(C(=O)c2cc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)ccn2)CC1,CN1CCN(C(=O)c2cc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)ccn2)CC1,CHEMBL3736509,chembl_dataset,2.817107873844271,1,,2.817107873844271,2.817107873844271
CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,CHEMBL128613,chembl_dataset,3.0944004453506926,1,,3.0944004453506926,3.0944004453506926
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,CHEMBL129198,chembl_dataset,2.536651965294345,2,0.7039559633912074,2.0388799299237133,3.034424000664977
CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,CHEMBL2181296,chembl_dataset,3.4924995400689416,1,,3.4924995400689416,3.4924995400689416
CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)nc4)c3)cc2)CC1,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)nc4)c3)cc2)CC1,CHEMBL2181490,chembl_dataset,2.733847893923351,1,,2.733847893923351,2.733847893923351
CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,CHEMBL1946616,chembl_dataset,4.469945932711765,1,,4.469945932711765,4.469945932711765
CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cc2)CC1,CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cc2)CC1,CHEMBL3735840,chembl_dataset,2.6356802049723216,1,,2.6356802049723216,2.6356802049723216
CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cn2)CC1,CN1CCN(C(=O)c2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cn2)CC1,CHEMBL3734954,chembl_dataset,2.6929500995795643,1,,2.6929500995795643,2.6929500995795643
CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,fang_2834,fang_dataset,4.416911037200485,1,,4.416911037200485,4.416911037200485
CN1CCN(C(=O)c2cccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c2)CC1,CN1CCN(C(=O)c2cccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c2)CC1,CHEMBL3735567,chembl_dataset,2.720400290494195,1,,2.720400290494195,2.720400290494195
CN1CCN(C(=O)c2cncc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c2)CC1,CN1CCN(C(=O)c2cncc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c2)CC1,CHEMBL3736189,chembl_dataset,2.810943676116245,1,,2.810943676116245,2.810943676116245
CN1CCN(C)[C@@H](CNC(=O)c2ccc3c(c2)B(O)OC3)C1,CN1CCN(C)[C@@H](CNC(=O)c2ccc3c(c2)B(O)OC3)C1,CHEMBL5599607,chembl_dataset,2.733847893923351,1,,2.733847893923351,2.733847893923351
CN1CCN(C)[C@H](CNC(=O)c2ccc3c(c2)B(O)OC3)C1,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1 |&1:6|,ASAP-0014818,openadmet_polaris,2.733847893923351,1,,2.733847893923351,2.733847893923351
CN1CCN(C2=[NH+]c3cc(Cl)ccc3Nc3ccccc32)CC1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,chembl_dataset,1.4036889702517585,2,1.9849022849327653,0.0001511045831274,2.80722683592039
CN1CCN(C2CCN(c3ccc(Nc4nc(Oc5cccc6c5C(=O)CC6)c5cc[nH]c5n4)cc3)CC2)CC1,CN1CCN(C2CCN(c3ccc(Nc4nc(Oc5cccc6c5C(=O)CC6)c5cc[nH]c5n4)cc3)CC2)CC1,CHEMBL5200984,chembl_dataset,4.543294782270004,1,,4.543294782270004,4.543294782270004
CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1,CHEMBL251975,chembl_dataset,1.9459101490553128,1,,1.9459101490553128,1.9459101490553128
CN1CCN(CC2Cc3cc(Cl)ccc3-n3c(nnc3[C@H]3CC[C@H](Oc4ccccn4)CC3)C2)CC1,CN1CCN(CC2Cc3cc(Cl)ccc3-n3c(nnc3[C@H]3CC[C@H](Oc4ccccn4)CC3)C2)CC1,CHEMBL5564038,chembl_dataset,2.510249457459796,1,,2.510249457459796,2.510249457459796
CN1CCN(CCCCCN2c3cc(Cl)ccc3Sc3cccnc32)CC1,CN1CCN(CCCCCN2c3cc(Cl)ccc3Sc3cccnc32)CC1.Cl.Cl,CHEMBL5595359,chembl_dataset,3.9318256327243257,1,,3.9318256327243257,3.9318256327243257
CN1CCN(CCCCNC2CC3CCC(C2)N3Cc2ccccc2)CC1,CN1CCN(CCCCNC2CC3CCC(C2)N3Cc2ccccc2)CC1,CHEMBL5313530,chembl_dataset,2.254696522267072,1,,2.254696522267072,2.254696522267072
CN1CCN(CCCNC(=O)C(Cc2ccc(Cl)cc2)NC(=O)Cc2ccc(Cl)cc2)CC1,CN1CCN(CCCNC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)Cc2ccc(Cl)cc2)CC1,CHEMBL1807259,chembl_dataset,3.8556642717587617,1,,3.8556642717587617,3.8556642717587617
CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL3746756,chembl_dataset,3.463946803315265,1,,3.463946803315265,3.463946803315265
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,E-0014796,openadmet_expansion_train,2.2823823856765264,1,,2.2823823856765264,2.2823823856765264
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,E-0014624,openadmet_expansion_train,2.533696813957432,1,,2.533696813957432,2.533696813957432
CN1CCN(CCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,CN1CCN(CCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0012919,openadmet_expansion_train,3.490428515390098,1,,3.490428515390098,3.490428515390098
CN1CCN(CCNc2nc(Nc3ccc(Cl)c(F)c3)nc3ccccc23)CC1,CN1CCN(CCNc2nc(Nc3ccc(Cl)c(F)c3)nc3ccccc23)CC1.Cl.Cl,CHEMBL4096235,chembl_dataset,3.204533463152324,1,,3.204533463152324,3.204533463152324
CN1CCN(CCOc2[nH]nc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,CHEMBL258282,chembl_dataset,3.467159888450744,1,,3.467159888450744,3.467159888450744
CN1CCN(CCOc2cc(F)c3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CN1CCN(CCOc2cc(F)c3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0017105,openadmet_expansion_train,0.6931471805599453,1,,0.6931471805599453,0.6931471805599453
CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,E-0016527,openadmet_expansion_train,2.091864061678393,1,,2.091864061678393,2.091864061678393
CN1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,CN1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,E-0014770,openadmet_expansion_train,3.349904087274605,1,,3.349904087274605,3.349904087274605
CN1CCN(CCOc2ccc(-c3csc4cncn34)cc2)CC1,CN1CCN(CCOc2ccc(-c3csc4cncn34)cc2)CC1,E-0019255,openadmet_expansion_train,3.100092288878234,1,,3.100092288878234,3.100092288878234
CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,E-0016528,openadmet_expansion_train,1.2237754316221157,1,,1.2237754316221157,1.2237754316221157
CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)CC1,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)CC1,E-0017706,openadmet_expansion_train,2.2192034840549946,1,,2.2192034840549946,2.2192034840549946
CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0015885,openadmet_expansion_train,1.1631508098056809,1,,1.1631508098056809,1.1631508098056809
CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,E-0016376,openadmet_expansion_train,1.62924053973028,1,,1.62924053973028,1.62924053973028
CN1CCN(CCOc2ccccc2N)CC1,CN1CCN(CCOc2ccccc2N)CC1,fang_684,fang_dataset,2.200109300590281,1,,2.200109300590281,2.200109300590281
CN1CCN(CCOc2ccn3c(-c4cncc(NCc5ccc(N6CCCC6)nc5)c4)cnc3c2)CC1,CN1CCN(CCOc2ccn3c(-c4cncc(NCc5ccc(N6CCCC6)nc5)c4)cnc3c2)CC1,CHEMBL5408030,chembl_dataset,2.423031246069913,1,,2.423031246069913,2.423031246069913
CN1CCN(CCOc2nn(-c3ccccc3F)c3ccc(F)cc23)C1=O,CN1CCN(CCOc2nn(-c3ccccc3F)c3ccc(F)cc23)C1=O,CHEMBL3799372,chembl_dataset,6.90875477931522,1,,6.90875477931522,6.90875477931522
CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,CHEMBL3297762,chembl_dataset,1.9315214116032136,1,,1.9315214116032136,1.9315214116032136
CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(F)c4)cn32)C2CCCCC2)CC1,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(F)c4)cn32)C2CCCCC2)CC1,CHEMBL3297761,chembl_dataset,2.0412203288596382,1,,2.0412203288596382,2.0412203288596382
CN1CCN(Cc2ccc(-c3cnc4[nH]nc(-c5cc(F)cc(NC(=O)Nc6cncnc6)c5)c4c3)cc2)CC1,CN1CCN(Cc2ccc(-c3cnc4[nH]nc(-c5cc(F)cc(NC(=O)Nc6cncnc6)c5)c4c3)cc2)CC1,CHEMBL5399402,chembl_dataset,4.995849183015722,1,,4.995849183015722,4.995849183015722
CN1CCN(Cc2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cc2)CC1,CN1CCN(Cc2ccc(N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)cc2)CC1,CHEMBL3735088,chembl_dataset,2.685968177956008,1,,2.685968177956008,2.685968177956008
CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5cccnn45)n(C)n3)cc2C(F)(F)F)CC1,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5cccnn45)n(C)n3)cc2C(F)(F)F)CC1,CHEMBL2324926,chembl_dataset,3.427904224490719,1,,3.427904224490719,3.427904224490719
