activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
2148387,CHEMBL257557,COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)cc(N)c2c(-c2ccc(F)cc2)c1OC,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL936620,CHEMBL1142226,2007,CL,=,154.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM,unbound intrinsic clearance in human liver microsomes at 1 um | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unbound
16654807,CHEMBL3827945,O[C@H](c1ccccn1)[C@]1(c2ccc(C(F)(F)F)cc2)C[C@@H](O)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654808,CHEMBL3828294,C[C@]1(O)C[C@@](c2cccc(OC(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,166.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654809,CHEMBL3828134,C[C@]1(O)C[C@@](c2ccc(OC(F)(F)F)cc2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,66.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654810,CHEMBL3827863,C[C@]1(O)C[C@@](c2cccc(C(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,150.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654811,CHEMBL3828490,C[C@]1(O)C[C@@](c2ccc(C(F)(F)F)cc2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,50.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654812,CHEMBL3828699,C[C@]1(O)C[C@](c2cccc(OC(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,116.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654813,CHEMBL3827208,C[C@]1(O)C[C@](c2ccc(OC(F)(F)F)cc2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,50.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654814,CHEMBL3827072,C[C@]1(O)C[C@](c2cccc(C(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654815,CHEMBL3828629,C[C@]1(O)C[C@](c2ccc(C(F)(F)F)cc2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654816,CHEMBL3827013,C[C@]1(O)C[C@@](c2ccc(OC(F)(F)F)cc2)([C@@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,50.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654817,CHEMBL3828720,O[C@H](c1ccccn1)[C@]1(c2cc(C(F)(F)F)ccn2)C[C@H](O)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654818,CHEMBL3827855,O[C@H](c1ccccn1)[C@]1(c2ccnc(C(F)(F)F)c2)C[C@H](O)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654819,CHEMBL3828190,O[C@H](c1ccccn1)[C@]1(c2cc(C(F)(F)F)ccn2)C[C@@H](O)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654820,CHEMBL3828220,O[C@H](c1ccccn1)[C@]1(c2ccnc(C(F)(F)F)c2)C[C@@H](O)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,83.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654821,CHEMBL3828340,C[C@]1(O)C[C@](c2cc(C(F)(F)F)ccn2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654822,CHEMBL3827043,C[C@]1(O)C[C@](c2ccnc(C(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,66.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654823,CHEMBL3828557,C[C@]1(O)C[C@@](c2cc(C(F)(F)F)ccn2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654824,CHEMBL3827715,C[C@]1(O)C[C@@](c2ccnc(C(F)(F)F)c2)([C@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,66.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
16654825,CHEMBL3827303,C[C@]1(O)C[C@](c2cc(C(F)(F)F)ccn2)([C@@H](O)c2ccccn2)C1,smiles_found,CHEMBL2367379,Liver microsome,CHEMBL3829798,CHEMBL3826935,2016,CL,=,33.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes after 5 hrs by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsomes after 5 hrs by lc-ms/ms analysis | | liver microsome | ml.min-1.kg-1,chembl_hlm_unbound
18092464,CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,500.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092465,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,123.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092609,CHEMBL3963357,CCS(=O)(=O)Nc1ccc(OCC(C)(C)C)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,283.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092612,CHEMBL3948433,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OC2CCCCC2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,450.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092613,CHEMBL3964603,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OCc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,121.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092615,CHEMBL3942897,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2cccnc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,86.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092616,CHEMBL3933555,CCS(=O)(=O)Nc1ccc(Oc2c(F)cc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,101.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092618,CHEMBL3974260,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,155.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092619,CHEMBL3901761,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2Cl)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,233.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092620,CHEMBL4060619,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2C(F)(F)F)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,533.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092621,CHEMBL4059602,CCS(=O)(=O)Nc1ccc(Oc2ccc(C(F)(F)F)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,128.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092622,CHEMBL3933860,CCS(=O)(=O)Nc1ccc(Oc2ccc(C#N)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,41.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092625,CHEMBL3973984,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,91.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092626,CHEMBL3919590,CCNC(=O)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,68.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092627,CHEMBL3914893,Cn1cc(-c2cc(C(N)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,48.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092628,CHEMBL3928793,CC(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,113.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092629,CHEMBL3889757,Cn1cc(-c2cc(NS(C)(=O)=O)cnc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,63.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092630,CHEMBL3898479,CN(C)S(=O)(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,233.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092631,CHEMBL3904317,Cn1cc(-c2cc(NS(=O)(=O)CC(F)(F)F)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,46.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092633,CHEMBL3970220,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,83.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18092634,CHEMBL3980983,Cn1cc(-c2ccccc2Oc2ccccc2)c2cc[nH]c2c1=O,smiles_found,CHEMBL613419,Liver,CHEMBL4020219,CHEMBL4017535,2017,CL,=,1666.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 10 uM preincubated for 5 mins followed by NADPH addition measured after 60 mins by HPLC-UV-MS analysis,unbound intrinsic clearance in human liver microsomes at 10 um preincubated for 5 mins followed by nadph addition measured after 60 mins by hplc-uv-ms analysis | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166785,CHEMBL566757,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,91.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166786,CHEMBL17289,N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,566.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166787,CHEMBL3938019,O=C(NCCCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,17666.67,mL.min-1.kg-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166788,CHEMBL3950120,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,250.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166791,CHEMBL3890237,NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,20.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166792,CHEMBL3937583,CCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,56.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166793,CHEMBL3892230,CC(C)(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,216.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166794,CHEMBL4099778,CN(CCC(C)(C)C)C(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,2000.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166795,CHEMBL3930840,O=C(NCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,58.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
18166796,CHEMBL4062838,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2ccccc2C1,smiles_found,CHEMBL613419,Liver,CHEMBL4036658,CHEMBL4033748,2017,CL,=,63.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM in presence of NADPH incubated for 5 to 30 mins by HPLC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um in presence of nadph incubated for 5 to 30 mins by hplc-ms/ms method | | liver | ml.min-1.kg-1,chembl_hlm_unbound
