activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
489476,CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL618995,CHEMBL1146635,2003,CL,=,332.0,mL.min-1.kg-1,,,A,Plasma clearance in human liver microsomes,plasma clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unknown
13409299,CHEMBL2414670,Cc1noc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,8.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409371,CHEMBL2414656,COC1CCN(C(=O)C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,107.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409383,CHEMBL2414675,Cc1noc(CC[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,82.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409404,CHEMBL2414661,Nc1ncnc2c1C(=O)N(c1ccc(C3CCN(C(=O)C4CCCCC4)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,41.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409408,CHEMBL2414751,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)NC4CCCC4)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,39.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409443,CHEMBL2414652,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)N4CCCC4)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,15.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409447,CHEMBL2414665,Nc1ncnc2c1C(=O)N(c1ccc(C3CCN(C(=O)c4ccno4)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,13.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409450,CHEMBL2414669,CC(C)(N)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,12.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409451,CHEMBL2414666,Nc1ncnc2c1C(=O)N(c1ccc(C3CCN(C(=O)c4ccon4)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,12.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409455,CHEMBL2414659,CC(C)C(=O)N1CCC(c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,11.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409456,CHEMBL2414676,Nc1ncnc2c1CN(c1ccc([C@H]3CC[C@H](CCO)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,11.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409460,CHEMBL2414655,CN1CCN(C(=O)C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)CC1=O,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,9.0,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13409462,CHEMBL2414684,Nc1ccnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2415508,CHEMBL2412975,2013,CL,=,8.4,mL.min-1.kg-1,,,A,Apparent clearance in human liver microsomes,apparent clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13431981,CHEMBL2387224,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2421803,CHEMBL2417497,2013,CL,=,8.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436056,CHEMBL2419536,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436057,CHEMBL2419535,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOCC3)C2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,13.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436058,CHEMBL2419534,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,13.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436059,CHEMBL2419533,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,9.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436060,CHEMBL2419532,CN1CCN(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,9.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436061,CHEMBL2419531,O=C(NCc1ccc(S(=O)(=O)N2CCC[C@H](O)C2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,8.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436063,CHEMBL2419529,O=C(NCc1ccc(S(=O)(=O)N2CCC(O)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436064,CHEMBL2419528,O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,9.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436065,CHEMBL2419527,CC(C)N1CCC(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,9.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436066,CHEMBL2419526,CN1CCC(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,11.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436067,CHEMBL2419525,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,5.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436068,CHEMBL2419524,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,10.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436069,CHEMBL2419523,CCC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,11.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436070,CHEMBL2419522,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436071,CHEMBL2419521,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,7.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436072,CHEMBL2419520,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436073,CHEMBL2419519,O=C(NCc1ccc(S(=O)(=O)C2CCC(F)(F)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436074,CHEMBL2417572,O=C(NCc1ccc(S(=O)(=O)C2CCCCC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,16.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436075,CHEMBL2419518,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,4.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436076,CHEMBL2419517,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,11.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436077,CHEMBL2419516,Nc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,6.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436078,CHEMBL2419515,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,3.5,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436079,CHEMBL2419514,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,8.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436080,CHEMBL2419513,O=C(NCc1ccc(S(=O)(=O)c2cncc(C(F)(F)F)c2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,13.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436081,CHEMBL2419512,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,14.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13436154,CHEMBL2419505,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2423347,CHEMBL2417549,2013,CL,=,7.5,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unknown
13442516,CHEMBL2425628,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(O)CC3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,30.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13442521,CHEMBL2425629,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,19.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13442526,CHEMBL2425630,COC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(OCCCS(C)(=O)=O)cccc54)n3)CC2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,141.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13442531,CHEMBL2425631,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(F)(F)CC3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,283.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13442536,CHEMBL2425632,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](F)C3)CC2)n1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,175.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13442541,CHEMBL2425633,CCN(CC)C(=O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2429332,CHEMBL2424622,2013,CL,=,609.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450259,CHEMBL2425607,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,140.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450260,CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,580.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450261,CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,140.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450262,CHEMBL2425604,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,300.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450263,CHEMBL2425603,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,280.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450264,CHEMBL2425602,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,40.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450265,CHEMBL2425601,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,80.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450266,CHEMBL2425600,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,400.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450267,CHEMBL2425599,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,600.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450268,CHEMBL2425598,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)C)c1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,600.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450269,CHEMBL2425618,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,690.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450270,CHEMBL2425617,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,600.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450271,CHEMBL2425615,COC[C@@H](Oc1cc(C[C@@H]2C[S+]([O-])C[C@H](N)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,190.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
13450272,CHEMBL2425612,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL2427040,CHEMBL2424550,2013,CL,=,500.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | liver microsomes | ml.min-1.g-1,chembl_hlm_unknown
