activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
2271795,CHEMBL460108,Cc1nnc([C@](F)([C@H]2Cc3[nH]c4ccc(Cl)cc4c3C2)S(=O)(=O)c2ccccc2)o1,smiles_found,CHEMBL612558,ADMET,CHEMBL1015311,CHEMBL1153298,2009,CL,=,59.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as compound clearance,metabolic stability in mouse liver microsomes assessed as compound clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13326654,CHEMBL2386383,Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1,smiles_found,CHEMBL613580,Liver,CHEMBL2390065,CHEMBL2384956,2013,CL,=,43.5,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13431976,CHEMBL2387224,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,smiles_found,CHEMBL613580,Liver,CHEMBL2421801,CHEMBL2417497,2013,CL,=,64.0,mL.min-1.kg-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435966,CHEMBL2419525,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,65.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435967,CHEMBL2419524,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,56.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435968,CHEMBL2419518,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,71.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435969,CHEMBL2419516,Nc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,63.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435970,CHEMBL2419515,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,71.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13435971,CHEMBL2419505,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,smiles_found,CHEMBL613580,Liver,CHEMBL2423173,CHEMBL2417549,2013,CL,=,75.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um after 60 mins by lc-ms/ms analysis | | liver | cl | ml.min-1.kg-1,chembl_mlm_unknown
13450245,CHEMBL2425607,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,400.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450246,CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,510.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450247,CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,380.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450248,CHEMBL2425604,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,180.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450249,CHEMBL2425603,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,190.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450250,CHEMBL2425602,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,150.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450251,CHEMBL2425601,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,210.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450252,CHEMBL2425600,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,580.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450253,CHEMBL2425599,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,730.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450254,CHEMBL2425598,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)C)c1,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,660.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450255,CHEMBL2425618,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,550.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450256,CHEMBL2425617,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,530.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450257,CHEMBL2425615,COC[C@@H](Oc1cc(C[C@@H]2C[S+]([O-])C[C@H](N)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,180.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13450258,CHEMBL2425612,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,smiles_found,CHEMBL613580,Liver,CHEMBL2427039,CHEMBL2424550,2013,CL,=,480.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | liver | cl | ml.min-1.g-1,chembl_mlm_unknown
13846445,CHEMBL3093579,Cc1ccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)c(=O)n1-c1ccccc1.Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL3094541,CHEMBL3091368,2013,CL,=,10.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 umol/L by HPLC analysis,clearance in mouse liver microsomes at 1 umol/l by hplc analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13846446,CHEMBL3093581,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)c(F)c1)c1cccn(-c2ccccc2)c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL3094541,CHEMBL3091368,2013,CL,=,15.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 umol/L by HPLC analysis,clearance in mouse liver microsomes at 1 umol/l by hplc analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13846447,CHEMBL3093582,Cc1ccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c(F)c2)c(=O)n1-c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3094541,CHEMBL3091368,2013,CL,=,8.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 umol/L by HPLC analysis,clearance in mouse liver microsomes at 1 umol/l by hplc analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13846448,CHEMBL3093583,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c(F)c1)c1cccn(-c2ccccc2)c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL3094541,CHEMBL3091368,2013,CL,=,11.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 umol/L by HPLC analysis,clearance in mouse liver microsomes at 1 umol/l by hplc analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13913846,CHEMBL3114894,CS(=O)(=O)c1ccc(Oc2ncnc3c2cnn3C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3117318,CHEMBL3112399,2014,CL,=,114.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13913847,CHEMBL3114886,CC(C)CC(=O)N1CCC(n2ncc3c(Oc4ccc(S(C)(=O)=O)cc4)ncnc32)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL3117318,CHEMBL3112399,2014,CL,=,29.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13913848,CHEMBL3114880,CC(C)OC(=O)N1CCC(n2ncc3c(Oc4ccc(S(C)(=O)=O)cc4)ncnc32)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL3117318,CHEMBL3112399,2014,CL,=,85.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13913849,CHEMBL3114905,CC(C)(C)OC(=O)N1CCC(n2ncc3c(Oc4ccc(S(C)(=O)=O)cc4)ncnc32)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL3117318,CHEMBL3112399,2014,CL,=,86.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13913850,CHEMBL3114896,CC(C)(C)OC(=O)N1CCC(n2ncc3c(Nc4ccc(S(C)(=O)=O)cc4F)ncnc32)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL3117318,CHEMBL3112399,2014,CL,=,70.0,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
13948450,CHEMBL3127072,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)c(F)cc1O2,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,84.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13948451,CHEMBL3127071,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)c(F)cc1O2,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,65.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950113,CHEMBL3127084,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,40.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950114,CHEMBL3127083,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,21.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950115,CHEMBL3127075,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,61.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950116,CHEMBL3127073,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,60.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950117,CHEMBL3127100,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,57.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950118,CHEMBL3127080,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@]12C,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,55.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950119,CHEMBL3127087,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,54.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950120,CHEMBL3127077,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@]3(N=C(N)N(C)C3=O)[C@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,51.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950121,CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,46.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950122,CHEMBL3127086,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(F)c3)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,45.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950123,CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,38.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950124,CHEMBL3127105,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,32.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13950125,CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,smiles_found,CHEMBL612558,ADMET,CHEMBL3131964,CHEMBL3124885,2014,CL,=,17.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,clearance in cd-1 mouse liver microsomes at 1 um after 20 mins by lc-ms/ms analysis in presence of nadph | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954427,CHEMBL3127494,O=C(Nc1ccc(S(=O)(=O)c2cnn(C3CCOCC3)c2)cc1)[C@@H]1C[C@H]1c1cccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,77.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954428,CHEMBL3127510,CC(C)n1cc(S(=O)(=O)c2ccc(NC(=O)[C@H]3C[C@@H]3c3cccnc3)cc2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,80.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954429,CHEMBL3127509,CC(C)n1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,75.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954430,CHEMBL3127507,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@H]3C[C@@H]3c3cccnc3)cc2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,79.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954431,CHEMBL3127506,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,75.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954432,CHEMBL3127501,O=C(Nc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cc1)[C@@H]1C[C@H]1c1cccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,69.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954433,CHEMBL3127500,CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,74.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954434,CHEMBL3127521,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)[C@H]1C[C@@H]1c1cccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,79.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
13954435,CHEMBL3127520,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)[C@@H]1C[C@H]1c1cccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL3129758,CHEMBL3124860,2014,CL,=,76.0,mL.min-1.kg-1,,,A,Clearance in CD-1 mouse liver microsomes at 1 uM up to 60 mins by LC-MS/MS analysis,clearance in cd-1 mouse liver microsomes at 1 um up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
