,SMILES,LOG HLM_CLint (mL/min/kg),hlm_value_unscaled,hlm_value_unscaled_log1p,hlm_value_scaled,hlm_value_scaled_log1p,dataset,data_year
384,CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,2.59989944,398.0150003228341,5.988999010977268,398.0150003228341,5.988999010977268,fang_dataset,2023
385,Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,1.726824975,53.311999952042555,3.9947451961163467,53.311999952042555,3.9947451961163467,fang_dataset,2023
386,CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,1.535926741,34.34999996871292,3.565298391457516,34.34999996871292,3.565298391457516,fang_dataset,2023
387,Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,2.271330371,186.77999997154654,5.235271064678876,186.77999997154654,5.235271064678876,fang_dataset,2023
388,FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
389,CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,0.781180721,6.0420000008728305,1.9518922208568072,6.0420000008728305,1.9518922208568072,fang_dataset,2023
390,Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
391,Cn1c(-c2ccccc2)cnc1NCc1ccccc1,2.704214884,506.075000254749,6.228658922147241,506.075000254749,6.228658922147241,fang_dataset,2023
392,Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
393,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,1.637939802,43.44500004412489,3.794252470686436,43.44500004412489,3.794252470686436,fang_dataset,2023
394,CCc1nnnn1Cc1noc2c1CCCC2,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
395,CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.229015943,16.94400000923057,2.887255797732317,16.94400000923057,2.887255797732317,fang_dataset,2023
396,CCOc1ncccc1-c1cc(Cl)ccc1O,1.77755006,59.91699994048825,4.1095122809261,59.91699994048825,4.1095122809261,fang_dataset,2023
397,Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,1.64086885,43.73900004153238,3.800845605377081,43.73900004153238,3.800845605377081,fang_dataset,2023
398,Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
399,CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,1.44120795,27.618999997152013,3.3540708328173756,27.618999997152013,3.3540708328173756,fang_dataset,2023
400,CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,1.181729285,15.196000004104944,2.784764298423369,15.196000004104944,2.784764298423369,fang_dataset,2023
401,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,2.116381905,130.73199991781357,4.880769555073,130.73199991781357,4.880769555073,fang_dataset,2023
402,Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
403,CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,1.597409949,39.57399996032827,3.7031274664013756,39.57399996032827,3.7031274664013756,fang_dataset,2023
404,COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,1.800201391,63.124999981581496,4.160834303203705,63.124999981581496,4.160834303203705,fang_dataset,2023
405,COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,1.333265861,21.541000013581794,3.1153358738023607,21.541000013581794,3.1153358738023607,fang_dataset,2023
406,COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,1.109004508,12.85300001357278,2.628501816655514,12.85300001357278,2.628501816655514,fang_dataset,2023
407,Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,1.049992857,11.220000002063113,2.50307395391228,11.220000002063113,2.50307395391228,fang_dataset,2023
408,CC(C)CC(=O)NCC(=O)N1CCCC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
409,Cc1nnc(N2CC[C@H](O)C2)c(C#N)c1C,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
410,Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,2.256580655,180.54300014327362,5.201492541034823,180.54300014327362,5.201492541034823,fang_dataset,2023
411,Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,2.481132922,302.7839999773746,5.716316922472498,302.7839999773746,5.716316922472498,fang_dataset,2023
412,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,0.97735773,9.492000009937957,2.350613062951821,9.492000009937957,2.350613062951821,fang_dataset,2023
413,Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,1.743149009,55.353999947852046,4.031653221956817,55.353999947852046,4.031653221956817,fang_dataset,2023
414,O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,1.459377408,28.79900001141136,3.394474836284273,28.79900001141136,3.394474836284273,fang_dataset,2023
415,CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
416,NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,2.261786087,182.72000018269958,5.2134128604520384,182.72000018269958,5.2134128604520384,fang_dataset,2023
417,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,1.422031431,26.42600002107647,3.3114914693461475,26.42600002107647,3.3114914693461475,fang_dataset,2023
418,CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,0.806654724,6.407000000120079,2.0024254990473636,6.407000000120079,2.0024254990473636,fang_dataset,2023
419,Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
420,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,2.43432774,271.84900013589555,5.608918529106178,271.84900013589555,5.608918529106178,fang_dataset,2023
421,Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.324817275,21.12599997792381,3.0967533866149703,21.12599997792381,3.0967533866149703,fang_dataset,2023
422,Cn1cc(C2CCN(CC(=O)N3CCc4sccc4C3)CC2)cn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
423,O=C(CCN1C(=O)CCC1=O)Nc1cccc2ncccc12,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
424,CCc1ccccc1NC(=O)Cn1nc(C)cc1C,1.401934464,25.23100002368572,3.2669419183402066,25.23100002368572,3.2669419183402066,fang_dataset,2023
425,O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
426,CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,1.84221595,69.5369999676802,4.256137394383798,69.5369999676802,4.256137394383798,fang_dataset,2023
427,O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2,2.378554146,239.08599990807755,5.480997192106396,239.08599990807755,5.480997192106396,fang_dataset,2023
428,Cc1nc(-c2ccccc2)ccc1C(=O)N1CCCS1(=O)=O,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
429,Cc1cccnc1NC(=O)CCn1cnc2ccccc21,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
430,CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,1.058995094,11.45500001251767,2.5221221497191757,11.45500001251767,2.5221221497191757,fang_dataset,2023
431,CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,2.662653022,459.8890001177367,6.133157233348664,459.8890001177367,6.133157233348664,fang_dataset,2023
432,O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,1.426136989,26.67700001311913,3.3206017438468876,26.67700001311913,3.3206017438468876,fang_dataset,2023
433,Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
434,Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
435,CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,1.735774498,54.422000001078516,4.0149766268579885,54.422000001078516,4.0149766268579885,fang_dataset,2023
436,COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.241150355,174.2410000353443,5.166162169590818,174.2410000353443,5.166162169590818,fang_dataset,2023
437,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
438,COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,1.304576689,20.164000010859212,3.0523016255549837,20.164000010859212,3.0523016255549837,fang_dataset,2023
439,Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,0.740204736,5.498000006235497,1.871494438206511,5.498000006235497,1.871494438206511,fang_dataset,2023
440,CCN1CCC(Nc2ncnc3c2cnn3C)CC1,1.802363174,63.43999995478254,4.165734557607075,63.43999995478254,4.165734557607075,fang_dataset,2023
441,CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,1.652110905,44.885999986874396,3.826160059361922,44.885999986874396,3.826160059361922,fang_dataset,2023
442,Cc1nccn1CCNC(=O)C(C)(C)C,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
443,O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1,2.090864442,123.27199995574057,4.822472711321142,123.27199995574057,4.822472711321142,fang_dataset,2023
444,CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,2.105251234,127.42399999668544,4.855337289651303,127.42399999668544,4.855337289651303,fang_dataset,2023
445,CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,1.193068916,15.597999999810627,2.8092822061648466,15.597999999810627,2.8092822061648466,fang_dataset,2023
446,COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,1.786687551,61.19100005446591,4.130210295617892,61.19100005446591,4.130210295617892,fang_dataset,2023
447,O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc(Cl)cc1,1.300117018,19.95799998667904,3.0425204344171473,19.95799998667904,3.0425204344171473,fang_dataset,2023
448,Cn1ncc2cc(-c3ccnc4[nH]ccc34)ccc21,2.068119042,116.98199998104313,4.770532070296336,116.98199998104313,4.770532070296336,fang_dataset,2023
449,COc1cc(CNc2nnn[nH]2)cc(Br)c1OCc1ccc(Cl)cc1,1.020858282,10.492000001973384,2.4416511412887614,10.492000001973384,2.4416511412887614,fang_dataset,2023
450,O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
451,CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
452,O=C(CCc1nnc(-c2ccsc2)o1)N1CCCc2cc(F)c(F)cc21,2.032457583,107.76000007073358,4.689143620414634,107.76000007073358,4.689143620414634,fang_dataset,2023
453,Cn1ccnc1CCNC(=O)c1cccc2cccnc12,1.058843415,11.451000008733738,2.521800941671724,11.451000008733738,2.521800941671724,fang_dataset,2023
454,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
455,Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.902481549,79.88800005315488,4.393065482446239,79.88800005315488,4.393065482446239,fang_dataset,2023
456,Nc1nc2ccccc2n1CCCc1ccccc1,1.12577395,13.359000004586798,2.664376923631677,13.359000004586798,2.664376923631677,fang_dataset,2023
457,Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,2.086156875,121.94299994897844,4.811720832913523,121.94299994897844,4.811720832913523,fang_dataset,2023
458,CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.442181775,27.680999978911636,3.356234881891776,27.680999978911636,3.356234881891776,fang_dataset,2023
459,O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,1.14213908,13.871999995779412,2.6994802501353488,13.871999995779412,2.6994802501353488,fang_dataset,2023
460,CC(C)CN(c1ncnc2c1cnn2C)C1CC1,1.703334375,50.5049999483931,3.9416788893336783,50.5049999483931,3.9416788893336783,fang_dataset,2023
461,O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,3.000683042,1001.573999766405,6.910325971684848,1001.573999766405,6.910325971684848,fang_dataset,2023
462,Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,1.196037941,15.705000009600182,2.8157080763834093,15.705000009600182,2.8157080763834093,fang_dataset,2023
463,CCc1cc(NCc2cccc(OCCOC)c2)ncn1,0.967641564,9.281999998225837,2.3303947934607625,9.281999998225837,2.3303947934607625,fang_dataset,2023
464,Cn1ccnc1CN1CCN(Cc2ccc(F)cc2C#N)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
465,Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21,1.017033339,10.399999992845139,2.4336133547728305,10.399999992845139,2.4336133547728305,fang_dataset,2023
466,CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
467,CCOC(=O)CNC(=O)c1ccc(O)cc1O,1.535686454,34.331000013947765,3.564760765922295,34.331000013947765,3.564760765922295,fang_dataset,2023
468,N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,1.030680664,10.732000000002435,2.4623201511154122,10.732000000002435,2.4623201511154122,fang_dataset,2023
469,N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,1.059714846,11.474000011983465,2.5236464790646065,11.474000011983465,2.5236464790646065,fang_dataset,2023
470,CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
471,O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
472,Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C,2.357942466,228.00399992909556,5.433739470340976,228.00399992909556,5.433739470340976,fang_dataset,2023
473,Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
474,Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,1.02201574,10.5200000044154,2.4440846556510265,10.5200000044154,2.4440846556510265,fang_dataset,2023
475,CN(CC1(O)CCCC1)c1ncccn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
476,CCNC(=O)C1CN(c2nc(C3CC3)nc3c2CCC3)C1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
477,Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
478,Cc1nn(C)c2ncc(C(=O)Nc3ccc4c(c3)CCO4)cc12,0.909502541,8.118999992420886,2.2103601481203943,8.118999992420886,2.2103601481203943,fang_dataset,2023
479,CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
480,Clc1ccc(NCc2ccoc2)nn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
481,CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,1.340741475,21.91500000050572,3.1317917179831567,21.91500000050572,3.1317917179831567,fang_dataset,2023
482,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
483,CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,0.92556991,8.425000008858172,2.2433657342739335,8.425000008858172,2.2433657342739335,fang_dataset,2023
484,CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,1.707289071,50.96699999227164,3.950608901594517,50.96699999227164,3.950608901594517,fang_dataset,2023
485,Cn1ccc(CN2C(=O)c3ccccc3C2=O)cc1=O,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
486,Cc1nc(Cn2ncc3ccccc3c2=O)cs1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
487,Cc1ncccc1CNc1nnc(C(C)(C)C)s1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
488,Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,1.926902963,84.50900005769067,4.448621634235505,84.50900005769067,4.448621634235505,fang_dataset,2023
489,COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,1.880035738,75.86400007840034,4.342037627477506,75.86400007840034,4.342037627477506,fang_dataset,2023
490,Cc1ccnc(-n2nccc2NC(=O)N2CCCN(C)CC2)c1,1.121494186,13.227999992639218,2.655211853568864,13.227999992639218,2.655211853568864,fang_dataset,2023
491,O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.71432976,5.180000003038706,1.8213182719612995,5.180000003038706,1.8213182719612995,fang_dataset,2023
492,Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,1.009025742,10.20999999795679,2.416806236901802,10.20999999795679,2.416806236901802,fang_dataset,2023
493,CCOc1ccc(C(=O)Nc2cnn(C3CCOCC3)c2)cn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
494,Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
495,COc1ccc(-c2c(C)n[nH]c2C)cn1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
496,CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,1.506505032,32.0999999700747,3.4995332814789295,32.0999999700747,3.4995332814789295,fang_dataset,2023
497,O=C(/C=C/c1ccc(Cl)cc1)N1CCC2(CC1)CN(Cc1ccc(Cl)c(Cl)c1)C(=O)O2,1.358296608,22.81899998130873,3.1704835807330563,22.81899998130873,3.1704835807330563,fang_dataset,2023
498,Cc1cc(N)n(-c2ncnc3sc(C)c(-c4ccc(Cl)cc4)c23)n1,1.974212235,94.23500002345195,4.556347521536776,94.23500002345195,4.556347521536776,fang_dataset,2023
499,CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,2.517362192,329.1260002616129,5.799474400560795,329.1260002616129,5.799474400560795,fang_dataset,2023
500,Cc1nc(Cl)cc(Nc2cnn(C(C)(C)C)c2)n1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
501,CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,2.156424963,143.35900002984354,4.972303252830699,143.35900002984354,4.972303252830699,fang_dataset,2023
502,CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
503,CC(C)NC(=O)Cn1nnnc1C(C)(C)C,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
504,CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,1.330170175,21.38799997890706,3.1085251000869594,21.38799997890706,3.1085251000869594,fang_dataset,2023
505,CCONC(=O)c1cncn1-c1ccc(F)cc1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
506,O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,2.408785883,256.3219999523702,5.550328218750938,256.3219999523702,5.550328218750938,fang_dataset,2023
507,Cc1ccccc1OCCn1c(N)nc2ccccc21,1.280305143,19.06799998880386,2.9991265060640964,19.06799998880386,2.9991265060640964,fang_dataset,2023
508,Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
509,Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,0.859198362,7.2310000077609375,2.107907514933398,7.2310000077609375,2.107907514933398,fang_dataset,2023
510,COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
511,CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,2.259849412,181.90700018484105,5.208977827954963,181.90700018484105,5.208977827954963,fang_dataset,2023
512,O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.09871985,125.52199987035091,4.8404162050652175,125.52199987035091,4.8404162050652175,fang_dataset,2023
513,O=C(NCCN1C(=O)CSC1=O)c1cc(Cl)c2c(c1)OCO2,1.114210528,13.007999992512207,2.6396285944490137,13.007999992512207,2.6396285944490137,fang_dataset,2023
514,CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,2.391108084,246.09799984488419,5.509785018444945,246.09799984488419,5.509785018444945,fang_dataset,2023
515,COc1ccc(Nc2ncnc3sccc23)c(OC)c1,1.951084836,89.34800009551496,4.503668881713175,89.34800009551496,4.503668881713175,fang_dataset,2023
516,Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,1.582381577,38.22799997036093,3.669390776774515,38.22799997036093,3.669390776774515,fang_dataset,2023
517,CN(CCc1ccccn1)c1cnc2ccccc2n1,1.936086275,86.31500002562333,4.4695222696852674,86.31500002562333,4.4695222696852674,fang_dataset,2023
518,Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,0.860397905,7.25099999787438,2.1103344048645867,7.25099999787438,2.1103344048645867,fang_dataset,2023
519,O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,1.534609852,34.24599997295317,3.5623520468748047,34.24599997295317,3.5623520468748047,fang_dataset,2023
520,O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.720407401,5.253000002381496,1.8330613489660175,5.253000002381496,1.8330613489660175,fang_dataset,2023
521,O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,1.222690465,16.699000011099198,2.8735081414357255,16.699000011099198,2.8735081414357255,fang_dataset,2023
522,CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,2.299814443,199.4409999725094,5.300519938966075,199.4409999725094,5.300519938966075,fang_dataset,2023
523,Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,1.94888222,88.89600005700576,4.4986534472397315,88.89600005700576,4.4986534472397315,fang_dataset,2023
524,Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,1.442401369,27.694999969218017,3.356722890487596,27.694999969218017,3.356722890487596,fang_dataset,2023
525,O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,1.872517549,74.56200004811,4.324953511950939,74.56200004811,4.324953511950939,fang_dataset,2023
526,CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,1.505651841,32.03699998296026,3.4976281449830413,32.03699998296026,3.4976281449830413,fang_dataset,2023
527,CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,2.243856233,175.33000007811594,5.172357239862842,175.33000007811594,5.172357239862842,fang_dataset,2023
528,Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
529,Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,1.383833312,24.201000018800087,3.2268836770157345,24.201000018800087,3.2268836770157345,fang_dataset,2023
530,O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,2.214290034,163.79099983607617,5.1046780033388774,163.79099983607617,5.1046780033388774,fang_dataset,2023
531,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,1.035509785,10.85199999776214,2.4724966295225017,10.85199999776214,2.4724966295225017,fang_dataset,2023
532,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.948706309,8.8860000019468,2.2911196150816924,8.8860000019468,2.2911196150816924,fang_dataset,2023
533,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,2.410677714,257.4410001628537,5.554667428682684,257.4410001628537,5.554667428682684,fang_dataset,2023
534,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,1.121494186,13.227999992639218,2.655211853568864,13.227999992639218,2.655211853568864,fang_dataset,2023
535,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.788168371,6.13999999800419,1.9657127760719677,6.13999999800419,1.9657127760719677,fang_dataset,2023
536,CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,0.675686709,4.73900000328012,1.7472849796977745,4.73900000328012,1.7472849796977745,fang_dataset,2023
537,CCSCc1nc(N)c2ccccc2n1,1.481471294,30.30200000985893,3.4436819935832723,30.30200000985893,3.4436819935832723,fang_dataset,2023
