,Molecule Name,SMILES,HLM CLint,hlm_value_unscaled,hlm_value_unscaled_log1p,hlm_value_scaled,hlm_value_scaled_log1p,dataset,data_year
359,E-0012209,N#CCNC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,4.1,4.1,1.62924053973028,4.1,1.62924053973028,openadmet_expansion_train,2026
360,E-0012210,CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,9.6,9.6,2.3608540011180215,9.6,2.3608540011180215,openadmet_expansion_train,2026
361,E-0012212,CN1CCC(c2ccc(Nc3cc(N)n4nccc4n3)cc2)CC1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
362,E-0012213,Cn1cc(C(=O)N2CCN(c3ccc(CN4CCC4)cc3)CC2)c2ccccc21,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
363,E-0012214,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(F)C4)cc3)CC2)c2ccccc21,51.3,51.3,3.9569963710708773,51.3,3.9569963710708773,openadmet_expansion_train,2026
364,E-0012215,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C(F)(F)F)C4)cc3)CC2)c2ccccc21,258.7,258.7,5.5595271186687025,258.7,5.5595271186687025,openadmet_expansion_train,2026
365,E-0012216,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(CO)C4)cc3)CC2)c2ccccc21,18.5,18.5,2.970414465569701,18.5,2.970414465569701,openadmet_expansion_train,2026
366,E-0012217,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,51.2,51.2,3.955082494888593,51.2,3.955082494888593,openadmet_expansion_train,2026
367,E-0012218,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C)(CO)C4)cc3)CC2)c2ccccc21,26.4,26.4,3.3105430133940246,26.4,3.3105430133940246,openadmet_expansion_train,2026
368,E-0012219,COCC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,102.2,102.2,4.636668853047462,102.2,4.636668853047462,openadmet_expansion_train,2026
369,E-0012220,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(COC5)C4)cc3)CC2)c2ccccc21,31.7,31.7,3.487375077903208,31.7,3.487375077903208,openadmet_expansion_train,2026
370,E-0012221,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(CCCCO5)C4)cc3)CC2)c2ccccc21,216.0,216.0,5.37989735354046,216.0,5.37989735354046,openadmet_expansion_train,2026
371,E-0012222,O=C(c1cc[nH]n1)N1CCC(Oc2ccc(Cl)cc2)CC1,5.0,5.0,1.791759469228055,5.0,1.791759469228055,openadmet_expansion_train,2026
372,E-0012223,O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(Cl)cc2)CC1,33.2,33.2,3.5322256440685598,33.2,3.5322256440685598,openadmet_expansion_train,2026
373,E-0012228,COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)ccc3c2c1,19.1,19.1,3.0007198150650303,19.1,3.0007198150650303,openadmet_expansion_train,2026
374,E-0012229,COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)ccc3c2c1,20.9,20.9,3.086486636822455,20.9,3.086486636822455,openadmet_expansion_train,2026
375,E-0012230,COc1ccc2c(c1)c1cc[nH]c(=O)c1n2CC(C)CN1CCCCC1,67.8,67.8,4.231203744939298,67.8,4.231203744939298,openadmet_expansion_train,2026
376,E-0012231,O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc2N1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
377,E-0012232,FC(F)(F)c1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,58.4,58.4,4.084294226368599,58.4,4.084294226368599,openadmet_expansion_train,2026
378,E-0012233,FC(F)(F)Oc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,63.9,63.9,4.1728476237100445,63.9,4.1728476237100445,openadmet_expansion_train,2026
379,E-0012234,Cc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,5.6,5.6,1.8870696490323797,5.6,1.8870696490323797,openadmet_expansion_train,2026
380,E-0012235,O=C(c1cc(-c2ccccc2)[nH]n1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
381,E-0012236,COc1cccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,13.2,13.2,2.653241964607215,13.2,2.653241964607215,openadmet_expansion_train,2026
382,E-0012237,O=c1c2[nH]c3cc(OC(F)(F)F)ccc3c2ccn1CCCN1CCCCC1,6.3,6.3,1.9878743481543455,6.3,1.9878743481543455,openadmet_expansion_train,2026
383,E-0012238,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,34.4,34.4,3.5667118201397288,34.4,3.5667118201397288,openadmet_expansion_train,2026
384,E-0012239,CCc1ccc(CNc2nc(-c3ccccc3)cc(=O)[nH]2)cc1,39.4,39.4,3.6988297849671046,39.4,3.6988297849671046,openadmet_expansion_train,2026
385,E-0012240,CCc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,27.0,27.0,3.332204510175204,27.0,3.332204510175204,openadmet_expansion_train,2026
386,E-0012241,CN(C)c1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,19.0,19.0,2.995732273553991,19.0,2.995732273553991,openadmet_expansion_train,2026
387,E-0012242,Cn1nc2ccccc2c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,21.3,21.3,3.104586678466073,21.3,3.104586678466073,openadmet_expansion_train,2026
388,E-0012243,CN1CCN(c2ccc(Nc3cc(N)n4nccc4n3)cc2)CC1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
389,E-0012244,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4ccccc34)CC2)cc1,3.5,3.5,1.5040773967762742,3.5,1.5040773967762742,openadmet_expansion_train,2026
390,E-0012245,N#Cc1ccc(CN2CCN(C(=O)c3n[nH]c4ccccc34)CC2)cc1,13.9,13.9,2.7013612129514133,13.9,2.7013612129514133,openadmet_expansion_train,2026
391,E-0012246,Nc1cc2oc(=O)[nH]c2cc1-n1cc(OCCN2CCCCC2)cn1,0.1,0.1,0.09531017980432487,0.1,0.09531017980432487,openadmet_expansion_train,2026
392,E-0012247,CN1CCC(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,13.5,13.5,2.6741486494265287,13.5,2.6741486494265287,openadmet_expansion_train,2026
393,E-0012248,O=C1CCc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2N1,6.2,6.2,1.9740810260220096,6.2,1.9740810260220096,openadmet_expansion_train,2026
394,E-0012249,Fc1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,4.9,4.9,1.7749523509116738,4.9,1.7749523509116738,openadmet_expansion_train,2026
395,E-0012250,Fc1cc(-c2ccnc(Nc3cccc(C4CCNCC4)c3)n2)cc(N2CCOCC2)c1,2.5,2.5,1.252762968495368,2.5,1.252762968495368,openadmet_expansion_train,2026
396,E-0012251,NC(=O)Cc1cccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)c1,65.7,65.7,4.200204952921578,65.7,4.200204952921578,openadmet_expansion_train,2026
397,E-0012252,NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,94.9,94.9,4.563305981889393,94.9,4.563305981889393,openadmet_expansion_train,2026
398,E-0012253,NC(=O)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,60.2,60.2,4.11414718951828,60.2,4.11414718951828,openadmet_expansion_train,2026
399,E-0012254,COc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,172.9,172.9,5.158480421360237,172.9,5.158480421360237,openadmet_expansion_train,2026
400,E-0012255,N#Cc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,22.0,22.0,3.1354942159291497,22.0,3.1354942159291497,openadmet_expansion_train,2026
401,E-0012256,NC(=O)Cc1ccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)cc1,24.9,24.9,3.254242968705492,24.9,3.254242968705492,openadmet_expansion_train,2026
402,E-0012257,NC(=O)Cc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,22.5,22.5,3.1570004211501135,22.5,3.1570004211501135,openadmet_expansion_train,2026
403,E-0012262,COC1CN(Cc2ccc(N3C[C@H]4C[C@@H](C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,51.8,51.8,3.966511190712216,51.8,3.966511190712216,openadmet_expansion_train,2026
404,E-0012334,O=C(c1cccc2[nH]cnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
405,E-0012422,Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1C(F)(F)F,3.9,3.9,1.589235205116581,3.9,1.589235205116581,openadmet_expansion_train,2026
406,E-0012473,CCCc1ccc2c(N)c(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)sc2n1,58.3,58.3,4.08260930600368,58.3,4.08260930600368,openadmet_expansion_train,2026
407,E-0012490,CCOc1ccccc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)n[nH]1,40.9,40.9,3.735285826928092,40.9,3.735285826928092,openadmet_expansion_train,2026
408,E-0012535,Cn1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,27.9,27.9,3.3638415951183864,27.9,3.3638415951183864,openadmet_expansion_train,2026
409,E-0012603,Cc1c(-c2ccccc2)n[nH]c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
410,E-0012605,O=C(c1cc(-c2ccccc2C(F)(F)F)n[nH]1)N1CCC(Oc2ccc(Cl)cc2)CC1,2.4,2.4,1.2237754316221157,2.4,1.2237754316221157,openadmet_expansion_train,2026
411,E-0012609,COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)cc1OC,21.4,21.4,3.109060958860994,21.4,3.109060958860994,openadmet_expansion_train,2026
412,E-0012623,COc1ccccc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,11.3,11.3,2.509599262378372,11.3,2.509599262378372,openadmet_expansion_train,2026
413,E-0012664,COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)c(OC)c1,4.8,4.8,1.7578579175523736,4.8,1.7578579175523736,openadmet_expansion_train,2026
414,E-0012712,COc1cccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)c1,14.0,14.0,2.70805020110221,14.0,2.70805020110221,openadmet_expansion_train,2026
415,E-0012754,COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)ccc3c2c1,15.8,15.8,2.8213788864092133,15.8,2.8213788864092133,openadmet_expansion_train,2026
416,E-0012755,COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)ccc3c2c1,15.6,15.6,2.8094026953624978,15.6,2.8094026953624978,openadmet_expansion_train,2026
417,E-0012756,O=c1c2[nH]c3cc(Cl)ccc3c2ccn1CCCN1CCCCC1,4.4,4.4,1.6863989535702288,4.4,1.6863989535702288,openadmet_expansion_train,2026
418,E-0012757,COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)cnc3c2c1,3.8,3.8,1.5686159179138452,3.8,1.5686159179138452,openadmet_expansion_train,2026
419,E-0012758,COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)cnc3c2c1,3.8,3.8,1.5686159179138452,3.8,1.5686159179138452,openadmet_expansion_train,2026
420,E-0012759,COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)cnc3c2c1,193.7,193.7,5.271459912378154,193.7,5.271459912378154,openadmet_expansion_train,2026
421,E-0012761,CC(C)N1CCN(c2ncn(-c3ccc(Nc4ncc5cccc(Cl)c5n4)cc3)n2)CC1,65.1,65.1,4.191168746857641,65.1,4.191168746857641,openadmet_expansion_train,2026
422,E-0012762,Fc1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,0.0,0.0,0.0,0.0,0.0,openadmet_expansion_train,2026
423,E-0012763,NC(=O)Cc1cccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,27.5,27.5,3.349904087274605,27.5,3.349904087274605,openadmet_expansion_train,2026
424,E-0012764,CN1CCN(c2cccc(-c3ccnc(Nc4cccc(CC(N)=O)c4)n3)c2)CC1,16.5,16.5,2.8622008809294686,16.5,2.8622008809294686,openadmet_expansion_train,2026
425,E-0012765,COc1cccc(-c2ccnc(Nc3cccc(CC(N)=O)c3)n2)c1,202.7,202.7,5.31664832323276,202.7,5.31664832323276,openadmet_expansion_train,2026
426,E-0012766,N#Cc1cccc(-c2ccnc(Nc3cccc(CC(N)=O)c3)n2)c1,89.5,89.5,4.505349850705881,89.5,4.505349850705881,openadmet_expansion_train,2026
427,E-0012767,NC(=O)Cc1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1,26.3,26.3,3.3068867021909143,26.3,3.3068867021909143,openadmet_expansion_train,2026
428,E-0012768,Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,16.4,16.4,2.856470206220483,16.4,2.856470206220483,openadmet_expansion_train,2026
429,E-0012769,CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)c2)c1,60.4,60.4,4.117409835153096,60.4,4.117409835153096,openadmet_expansion_train,2026
430,E-0012770,CS(=O)(=O)Nc1cccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,258.9,258.9,5.560296941647445,258.9,5.560296941647445,openadmet_expansion_train,2026
431,E-0012771,CC(C)c1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,33.2,33.2,3.5322256440685598,33.2,3.5322256440685598,openadmet_expansion_train,2026
432,E-0012772,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,9.8,9.8,2.379546134130174,9.8,2.379546134130174,openadmet_expansion_train,2026
433,E-0012774,O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,1.0,1.0,0.6931471805599453,1.0,0.6931471805599453,openadmet_expansion_train,2026
434,E-0012775,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4cc(F)ccc34)CC2)cc1,7.0,7.0,2.0794415416798357,7.0,2.0794415416798357,openadmet_expansion_train,2026
435,E-0012776,O=C(c1n[nH]c2cc(F)ccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,48.1,48.1,3.893859034800475,48.1,3.893859034800475,openadmet_expansion_train,2026
436,E-0012777,O=C(c1n[nH]c2cc(F)ccc12)N1CCN(Cc2ccc(Cl)cc2)CC1,52.8,52.8,3.9852734671677386,52.8,3.9852734671677386,openadmet_expansion_train,2026
437,E-0012778,N#Cc1ccc(CN2CCN(C(=O)c3n[nH]c4cc(F)ccc34)CC2)cc1,20.9,20.9,3.086486636822455,20.9,3.086486636822455,openadmet_expansion_train,2026
438,E-0012779,COc1ccc2c(C(=O)N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n[nH]c2c1,26.8,26.8,3.3250360206965914,26.8,3.3250360206965914,openadmet_expansion_train,2026
439,E-0012780,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,3.6,3.6,1.5260563034950492,3.6,1.5260563034950492,openadmet_expansion_train,2026
440,E-0012781,O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,5.8,5.8,1.916922612182061,5.8,1.916922612182061,openadmet_expansion_train,2026
441,E-0012782,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)nc4)CC3)n[nH]c2c1,208.4,208.4,5.3442462984364365,208.4,5.3442462984364365,openadmet_expansion_train,2026
442,E-0012783,COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)ccc3c2c1,37.8,37.8,3.6584202466292277,37.8,3.6584202466292277,openadmet_expansion_train,2026
443,E-0012784,COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,10.0,10.0,2.3978952727983707,10.0,2.3978952727983707,openadmet_expansion_train,2026
444,E-0012785,O=c1c2[nH]c3c(C(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,9.6,9.6,2.3608540011180215,9.6,2.3608540011180215,openadmet_expansion_train,2026
445,E-0012786,O=c1c2[nH]c3cc(C(F)(F)F)ccc3c2ccn1CCCN1CCCCC1,6.2,6.2,1.9740810260220096,6.2,1.9740810260220096,openadmet_expansion_train,2026
446,E-0012787,O=c1c2[nH]c3cccc(C(F)(F)F)c3c2ccn1CCCN1CCCCC1,6.0,6.0,1.9459101490553132,6.0,1.9459101490553132,openadmet_expansion_train,2026
447,E-0012788,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)ccc3c2c1,27.0,27.0,3.332204510175204,27.0,3.332204510175204,openadmet_expansion_train,2026
448,E-0012789,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(F)c3c2c1,11.2,11.2,2.501435951739211,11.2,2.501435951739211,openadmet_expansion_train,2026
449,E-0012790,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(F)c3c2c1,32.8,32.8,3.520460802488973,32.8,3.520460802488973,openadmet_expansion_train,2026
450,E-0012791,COc1cccc(Nc2cc(C)nc3ccc(-c4ncc[nH]4)cc23)c1,65.3,65.3,4.194189897191817,65.3,4.194189897191817,openadmet_expansion_train,2026
451,E-0012792,CN1CCC(c2ccc3[nH]nc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)c3c2)CC1,20.7,20.7,3.077312260546414,20.7,3.077312260546414,openadmet_expansion_train,2026
452,E-0012793,O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,7.8,7.8,2.174751721484161,7.8,2.174751721484161,openadmet_expansion_train,2026
453,E-0012794,O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CN(c1ccc(Cl)cc1)C2,3.9,3.9,1.589235205116581,3.9,1.589235205116581,openadmet_expansion_train,2026
454,E-0012795,O=C(c1n[nH]c2ccccc12)N1C2CCC1CN(Cc1ccc(Cl)cc1)C2,48.8,48.8,3.9080149840306073,48.8,3.9080149840306073,openadmet_expansion_train,2026
455,E-0012796,Nc1cc2c(cc1-n1cc(OCCN3CCCCC3)cn1)NC(=O)CC2,1.5,1.5,0.9162907318741551,1.5,0.9162907318741551,openadmet_expansion_train,2026
456,E-0012797,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)c2)c1,41.3,41.3,3.744787086052232,41.3,3.744787086052232,openadmet_expansion_train,2026
457,E-0012798,Fc1cccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,120.8,120.8,4.802380355275797,120.8,4.802380355275797,openadmet_expansion_train,2026
458,E-0012799,Fc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,98.4,98.4,4.599152113662528,98.4,4.599152113662528,openadmet_expansion_train,2026
459,E-0012800,Fc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,52.6,52.6,3.9815490680767565,52.6,3.9815490680767565,openadmet_expansion_train,2026
460,E-0012801,CS(=O)(=O)Nc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,48.2,48.2,3.8958936234982624,48.2,3.8958936234982624,openadmet_expansion_train,2026
461,E-0012802,CS(=O)(=O)Nc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,51.8,51.8,3.966511190712216,51.8,3.966511190712216,openadmet_expansion_train,2026
462,E-0012803,CS(=O)(=O)Nc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,27.2,27.2,3.339321977944068,27.2,3.339321977944068,openadmet_expansion_train,2026
463,E-0012804,Fc1cccc(-c2ccnc(Nc3ccc(CN4CC(F)C4)cc3)n2)c1,72.4,72.4,4.29592393562047,72.4,4.29592393562047,openadmet_expansion_train,2026
464,E-0012805,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,11.8,11.8,2.5494451709255714,11.8,2.5494451709255714,openadmet_expansion_train,2026
465,E-0012806,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,102.2,102.2,4.636668853047462,102.2,4.636668853047462,openadmet_expansion_train,2026
466,E-0012807,CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,413.6,413.6,6.027314200001679,413.6,6.027314200001679,openadmet_expansion_train,2026
467,E-0012808,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC4)cc3)n2)c1,16.9,16.9,2.884800712846709,16.9,2.884800712846709,openadmet_expansion_train,2026
468,E-0012809,COC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,26.7,26.7,3.3214324131932926,26.7,3.3214324131932926,openadmet_expansion_train,2026
469,E-0012810,COCC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,13.2,13.2,2.653241964607215,13.2,2.653241964607215,openadmet_expansion_train,2026
470,E-0012811,Fc1ccccc1-c1ccnc(Nc2ccc(CN3CCOCC3)cc2)n1,55.7,55.7,4.037774210733707,55.7,4.037774210733707,openadmet_expansion_train,2026
471,E-0012812,Fc1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,59.3,59.3,4.09933210373314,59.3,4.09933210373314,openadmet_expansion_train,2026
472,E-0012814,COc1cccc(Nc2cc(C)nc3ccc(C(N)=O)cc23)c1,14.9,14.9,2.766319109226186,14.9,2.766319109226186,openadmet_expansion_train,2026
473,E-0012815,CNC(=O)c1ccc2nc(C)cc(Nc3cccc(OC)c3)c2c1,29.2,29.2,3.407841924380824,29.2,3.407841924380824,openadmet_expansion_train,2026
474,E-0012816,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cn4)CC3)n[nH]c2c1,64.4,64.4,4.180522258463153,64.4,4.180522258463153,openadmet_expansion_train,2026
475,E-0012817,O=C(c1n[nH]c2ccccc12)N1C2CCC1CC(Oc1ccc(Cl)cc1)C2,5.8,5.8,1.916922612182061,5.8,1.916922612182061,openadmet_expansion_train,2026
476,E-0012818,O=C(c1n[nH]c2ccccc12)N1[C@@H]2CC[C@H]1CC(Oc1ccc(Cl)cc1)C2,8.8,8.8,2.2823823856765264,8.8,2.2823823856765264,openadmet_expansion_train,2026
477,E-0012819,COc1cccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,14.8,14.8,2.760009940032921,14.8,2.760009940032921,openadmet_expansion_train,2026
478,E-0012820,O=c1c2[nH]c3c(OC(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,6.0,6.0,1.9459101490553132,6.0,1.9459101490553132,openadmet_expansion_train,2026
479,E-0012822,O=c1c2[nH]c3ccc(OC(F)(F)F)cc3c2ccn1CCCN1CCCCC1,6.3,6.3,1.9878743481543455,6.3,1.9878743481543455,openadmet_expansion_train,2026
480,E-0012823,O=c1c2[nH]c3ccc(Cl)cc3c2ccn1CCCN1CCCCC1,5.5,5.5,1.8718021769015913,5.5,1.8718021769015913,openadmet_expansion_train,2026
481,E-0012825,O=c1c2[nH]c3ccc(C(F)(F)F)cc3c2ccn1CCCN1CCCCC1,5.7,5.7,1.9021075263969205,5.7,1.9021075263969205,openadmet_expansion_train,2026
482,E-0012826,COc1cccc(-c2cc(C(=O)NCCCN3CCCCC3)on2)c1,10.5,10.5,2.4423470353692043,10.5,2.4423470353692043,openadmet_expansion_train,2026
483,E-0012827,COc1cccc(-c2cc(C(=O)NCCN3CCCCC3)on2)c1,7.8,7.8,2.174751721484161,7.8,2.174751721484161,openadmet_expansion_train,2026
484,E-0012828,Cn1cc(C(=O)N2CCC(Nc3ccc(Cl)cc3)CC2)c2ccccc21,19.5,19.5,3.0204248861443626,19.5,3.0204248861443626,openadmet_expansion_train,2026
485,E-0012829,CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2cn(C)c3ccccc23)CC1,52.3,52.3,3.975936331171799,52.3,3.975936331171799,openadmet_expansion_train,2026
486,E-0012830,Cn1cc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,62.0,62.0,4.143134726391533,62.0,4.143134726391533,openadmet_expansion_train,2026
487,E-0012831,Nc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,5.6,5.6,1.8870696490323797,5.6,1.8870696490323797,openadmet_expansion_train,2026
488,E-0012832,O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CCN2c1ccc(Cl)cc1,18.8,18.8,2.9856819377004897,18.8,2.9856819377004897,openadmet_expansion_train,2026
489,E-0012833,O=C(c1n[nH]c2ccccc12)N1CC2CCC(C1)N2Cc1ccc(Cl)cc1,24.8,24.8,3.250374491927572,24.8,3.250374491927572,openadmet_expansion_train,2026
490,E-0012834,O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CCC3)cc2)CC1,18.3,18.3,2.9601050959108397,18.3,2.9601050959108397,openadmet_expansion_train,2026
491,E-0012836,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,15.9,15.9,2.8273136219290276,15.9,2.8273136219290276,openadmet_expansion_train,2026
492,E-0012837,COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,36.6,36.6,3.6270040503958487,36.6,3.6270040503958487,openadmet_expansion_train,2026
493,E-0012838,COC1CN(CC#CCN2CCN(C(=O)c3cn(C)c4ccccc34)CC2)C1,38.4,38.4,3.673765816303888,38.4,3.673765816303888,openadmet_expansion_train,2026
494,E-0012839,COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,15.0,15.0,2.772588722239781,15.0,2.772588722239781,openadmet_expansion_train,2026
495,E-0012840,COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,14.8,14.8,2.760009940032921,14.8,2.760009940032921,openadmet_expansion_train,2026
496,E-0012842,O=c1c2[nH]c3c(Cl)cccc3c2ccn1CCCN1CCCCC1,24.6,24.6,3.242592351485517,24.6,3.242592351485517,openadmet_expansion_train,2026
497,E-0012844,Nc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,16.7,16.7,2.8735646395797834,16.7,2.8735646395797834,openadmet_expansion_train,2026
498,E-0012845,Nc1ccc(OCCN2CCCCC2)cc1-c1cc2cnccc2cn1,17.5,17.5,2.917770732084279,17.5,2.917770732084279,openadmet_expansion_train,2026
499,E-0012846,Nc1cc2ccncc2cc1-n1ccc(OCCN2CCCCC2)n1,19.1,19.1,3.0007198150650303,19.1,3.0007198150650303,openadmet_expansion_train,2026
500,E-0012847,Nc1cc2c(cc1-n1ccc(OCCN3CCCCC3)n1)NC(=O)CC2,0.3,0.3,0.262364264467491,0.3,0.262364264467491,openadmet_expansion_train,2026
501,E-0012849,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,39.7,39.7,3.7062280924485496,39.7,3.7062280924485496,openadmet_expansion_train,2026
