,CXSMILES,HLM,Molecule Name,Set,hlm_value_unscaled,hlm_value_unscaled_log10_nan,hlm_value_unscaled_log10_epsilon,hlm_value_scaled,hlm_value_scaled_log10_nan,hlm_value_scaled_log10_epsilon,dataset,data_year
104,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,4.11,ASAP-0014913,Train,4.11,0.6138418218760693,0.6138418218760693,4.22508,0.6258349365353262,0.6258349365353262,openadmet_polaris,2025
105,O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,167.0,ASAP-0012944,Train,167.0,2.2227164711475833,2.2227164711475833,171.67600000000002,2.2347095858068404,2.2347095858068404,openadmet_polaris,2025
106,CC1=NC=CN1C[C@H](C)CNC(=O)C1=CC=C2COB(O)C2=C1 |&1:7|,1.0,ASAP-0014807,Train,1.0,0.0,0.0,1.028,0.011993114659256938,0.011993114659256938,openadmet_polaris,2025
107,"C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1 |&1:1,&2:5|",8.0,ASAP-0014822,Train,8.0,0.9030899869919435,0.9030899869919435,8.224,0.9150831016512005,0.9150831016512005,openadmet_polaris,2025
108,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1 |&1:6|,14.0,ASAP-0014818,Train,14.0,1.146128035678238,1.146128035678238,14.392,1.1581211503374949,1.1581211503374949,openadmet_polaris,2025
109,O=C(C1=CC=C2COB(O)C2=C1)N1CCN[C@H](C2=CC=CC=C2)C1 |&1:16|,4.0,ASAP-0014817,Train,4.0,0.6020599913279624,0.6020599913279624,4.112,0.6140531059872193,0.6140531059872193,openadmet_polaris,2025
110,O=C(C[C@H]1CCN2C=NC=C2C1)NC1=CC=CC(B(O)O)=C1 |&1:3|,8.0,ASAP-0014813,Train,8.0,0.9030899869919435,0.9030899869919435,8.224,0.9150831016512005,0.9150831016512005,openadmet_polaris,2025
111,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,9.69,ASAP-0014761,Train,9.69,0.9863237770507653,0.9863237770507653,9.961319999999999,0.9983168917100222,0.9983168917100222,openadmet_polaris,2025
112,"CN1CC[C@H](NC(=O)C2=CC=CC(B(O)O)=C2)[C@H]1C1=CC=C(Cl)C=C1 |&1:4,17|",21.0,ASAP-0014724,Train,21.0,1.3222192947339193,1.3222192947339193,21.588,1.3342124093931762,1.3342124093931762,openadmet_polaris,2025
113,CN(C(=O)C1=CC=C2COB(O)C2=C1)[C@H]1CCN(C2CC2)C1 |&1:14|,16.0,ASAP-0014734,Train,16.0,1.2041199826559248,1.2041199826559248,16.448,1.2161130973151817,1.2161130973151817,openadmet_polaris,2025
114,"O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1 |&1:12,&2:19|",9.0,ASAP-0014739,Train,9.0,0.9542425094393249,0.9542425094393249,9.252,0.9662356240985819,0.9662356240985819,openadmet_polaris,2025
115,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1 |&1:12|,7.0,ASAP-0014731,Train,7.0,0.8450980400142568,0.8450980400142568,7.196,0.8570911546735137,0.8570911546735137,openadmet_polaris,2025
116,CN(C)C[C@H]1C[C@H](NC(=O)C2=CC=C3COB(O)C3=C2)C1,5.0,ASAP-0014809,Train,5.0,0.6989700043360189,0.6989700043360189,5.140000000000001,0.7109631189952758,0.7109631189952758,openadmet_polaris,2025
117,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",19.0,ASAP-0014613,Train,19.0,1.2787536009528289,1.2787536009528289,19.532,1.290746715612086,1.290746715612086,openadmet_polaris,2025
118,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=C(Cl)N=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",70.0,ASAP-0014544,Train,70.0,1.845098040014257,1.845098040014257,71.96000000000001,1.8570911546735138,1.8570911546735138,openadmet_polaris,2025
119,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",39.0,ASAP-0013892,Train,39.0,1.591064607026499,1.591064607026499,40.092,1.6030577216857562,1.6030577216857562,openadmet_polaris,2025
120,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",237.0,ASAP-0013898,Train,237.0,2.374748346010104,2.374748346010104,243.636,2.3867414606693607,2.3867414606693607,openadmet_polaris,2025
121,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,34|",108.0,ASAP-0013925,Train,108.0,2.03342375548695,2.03342375548695,111.024,2.0454168701462065,2.0454168701462065,openadmet_polaris,2025
122,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |o1:10|,1330.0,ASAP-0013827,Train,1330.0,3.123851640967086,3.123851640967086,1367.24,3.135844755626343,3.135844755626343,openadmet_polaris,2025
123,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=C(C)N=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",17.0,ASAP-0013814,Train,17.0,1.2304489213782739,1.2304489213782739,17.476,1.2424420360375308,1.2424420360375308,openadmet_polaris,2025
124,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |o1:10|,67.0,ASAP-0013824,Train,67.0,1.8260748027008264,1.8260748027008264,68.876,1.8380679173600833,1.8380679173600833,openadmet_polaris,2025
125,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,500.0,ASAP-0013833,Train,500.0,2.6989700043360187,2.6989700043360187,514.0,2.710963118995276,2.710963118995276,openadmet_polaris,2025
126,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,108.0,ASAP-0013837,Train,108.0,2.03342375548695,2.03342375548695,111.024,2.0454168701462065,2.0454168701462065,openadmet_polaris,2025
127,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,297.0,ASAP-0013747,Train,297.0,2.4727564493172123,2.4727564493172123,305.31600000000003,2.4847495639764694,2.4847495639764694,openadmet_polaris,2025
128,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,92.0,ASAP-0013744,Train,92.0,1.9637878273455553,1.9637878273455553,94.57600000000001,1.9757809420048122,1.9757809420048122,openadmet_polaris,2025
129,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(Cl)=CC=C2C1=O |a:7,22|",83.0,ASAP-0013717,Train,83.0,1.919078092376074,1.919078092376074,85.324,1.9310712070353309,1.9310712070353309,openadmet_polaris,2025
130,COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,180.0,ASAP-0013646,Train,180.0,2.255272505103306,2.255272505103306,185.04,2.267265619762563,2.267265619762563,openadmet_polaris,2025
131,"CC1=NOC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=C1 |a:8,23|",80.0,ASAP-0013722,Train,80.0,1.9030899869919435,1.9030899869919435,82.24000000000001,1.9150831016512007,1.9150831016512007,openadmet_polaris,2025
132,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=NN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",58.0,ASAP-0013721,Train,58.0,1.7634279935629373,1.7634279935629373,59.624,1.7754211082221942,1.7754211082221942,openadmet_polaris,2025
133,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",195.0,ASAP-0013720,Train,195.0,2.290034611362518,2.290034611362518,200.46,2.302027726021775,2.302027726021775,openadmet_polaris,2025
134,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC#N)C(=O)C1=CC=C(F)C=C12 |a:1,16|",85.0,ASAP-0013719,Train,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
135,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2N=CN=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",44.0,ASAP-0013718,Train,44.0,1.6434526764861874,1.6434526764861874,45.232,1.6554457911454443,1.6554457911454443,openadmet_polaris,2025
136,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=C(C)S2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",26.0,ASAP-0013716,Train,26.0,1.414973347970818,1.414973347970818,26.728,1.4269664626300749,1.4269664626300749,openadmet_polaris,2025
137,CCN1N=CC=C1CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,256.0,ASAP-0013398,Train,256.0,2.4082399653118496,2.4082399653118496,263.168,2.4202330799711067,2.4202330799711067,openadmet_polaris,2025
138,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1C)C(=O)C1=CC=C(F)C=C12,131.0,ASAP-0013413,Train,131.0,2.1172712956557644,2.1172712956557644,134.668,2.129264410315021,2.129264410315021,openadmet_polaris,2025
139,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=N1)C(=O)C1=CC=C(F)C=C12,11.0,ASAP-0013412,Train,11.0,1.0413926851582251,1.0413926851582251,11.308,1.053385799817482,1.053385799817482,openadmet_polaris,2025
140,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CC=N2)C2=CC(Cl)=CC=C2C1=O,51.0,ASAP-0013405,Train,51.0,1.7075701760979363,1.7075701760979363,52.428000000000004,1.7195632907571934,1.7195632907571934,openadmet_polaris,2025
141,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,3.0,ASAP-0013407,Train,3.0,0.47712125471966244,0.47712125471966244,3.084,0.4891143693789194,0.4891143693789194,openadmet_polaris,2025
142,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=COC=N1)C(=O)C1=CC=C(F)C=C12,85.0,ASAP-0013414,Train,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
143,CC1=CN=C(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)C=N1,137.0,ASAP-0013423,Train,137.0,2.1367205671564067,2.1367205671564067,140.836,2.148713681815664,2.148713681815664,openadmet_polaris,2025
144,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(F)=CC=C2C1=O,33.0,ASAP-0013303,Train,33.0,1.5185139398778875,1.5185139398778875,33.924,1.5305070545371444,1.5305070545371444,openadmet_polaris,2025
145,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)N(C)C)C2=CC(Cl)=CC=C2C1=O,194.0,ASAP-0013302,Train,194.0,2.287801729930226,2.287801729930226,199.43200000000002,2.299794844589483,2.299794844589483,openadmet_polaris,2025
146,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,29.0,ASAP-0013311,Train,29.0,1.462397997898956,1.462397997898956,29.812,1.474391112558213,1.474391112558213,openadmet_polaris,2025
147,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,26.0,ASAP-0013308,Train,26.0,1.414973347970818,1.414973347970818,26.728,1.4269664626300749,1.4269664626300749,openadmet_polaris,2025
148,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,82.0,ASAP-0013306,Train,82.0,1.9138138523837167,1.9138138523837167,84.296,1.9258069670429736,1.9258069670429736,openadmet_polaris,2025
149,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:9|,126.0,ASAP-0013313,Train,126.0,2.100370545117563,2.100370545117563,129.528,2.1123636597768196,2.1123636597768196,openadmet_polaris,2025
150,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,77.0,ASAP-0013310,Train,77.0,1.8864907251724818,1.8864907251724818,79.156,1.8984838398317387,1.8984838398317387,openadmet_polaris,2025
151,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,53.0,ASAP-0013309,Train,53.0,1.724275869600789,1.724275869600789,54.484,1.736268984260046,1.736268984260046,openadmet_polaris,2025
152,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,241.0,ASAP-0013307,Train,241.0,2.3820170425748683,2.3820170425748683,247.74800000000002,2.3940101572341255,2.3940101572341255,openadmet_polaris,2025
153,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NNC=N1)C(=O)C1=CC=C(F)C=C12,2.0,ASAP-0013305,Train,2.0,0.3010299956639812,0.3010299956639812,2.056,0.31302311032323815,0.31302311032323815,openadmet_polaris,2025
154,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC(O)=NC=N1)C(=O)C1=CC=C(F)C=C12,2.0,ASAP-0013304,Train,2.0,0.3010299956639812,0.3010299956639812,2.056,0.31302311032323815,0.31302311032323815,openadmet_polaris,2025
155,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NC=N2)C2=CC(Cl)=CC=C2C1=O,44.0,ASAP-0013300,Train,44.0,1.6434526764861874,1.6434526764861874,45.232,1.6554457911454443,1.6554457911454443,openadmet_polaris,2025
156,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CC=N2)C2=CC(Cl)=CC=C2C1=O,66.0,ASAP-0013301,Train,66.0,1.8195439355418688,1.8195439355418688,67.848,1.8315370502011257,1.8315370502011257,openadmet_polaris,2025
157,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:9|,57.0,ASAP-0013312,Train,57.0,1.7558748556724915,1.7558748556724915,58.596000000000004,1.7678679703317484,1.7678679703317484,openadmet_polaris,2025
158,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,52.0,ASAP-0013256,Train,52.0,1.7160033436347992,1.7160033436347992,53.456,1.7279964582940561,1.7279964582940561,openadmet_polaris,2025
159,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1)C(=O)C1=CC=C(F)C=C12,90.0,ASAP-0013274,Train,90.0,1.954242509439325,1.954242509439325,92.52,1.9662356240985819,1.9662356240985819,openadmet_polaris,2025
160,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1)C(=O)C1=CC=C(F)C=C12,44.0,ASAP-0013273,Train,44.0,1.6434526764861874,1.6434526764861874,45.232,1.6554457911454443,1.6554457911454443,openadmet_polaris,2025
161,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,1620.0,ASAP-0013249,Train,1620.0,3.2095150145426308,3.2095150145426308,1665.3600000000001,3.221508129201888,3.221508129201888,openadmet_polaris,2025
162,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,378.0,ASAP-0013265,Train,378.0,2.5774917998372255,2.5774917998372255,388.584,2.589484914496482,2.589484914496482,openadmet_polaris,2025
163,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN(C)N=C2)C2=CC(Cl)=CC=C2C1=O,66.0,ASAP-0013266,Train,66.0,1.8195439355418688,1.8195439355418688,67.848,1.8315370502011257,1.8315370502011257,openadmet_polaris,2025
164,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=NNN=N2)C2=CC(Cl)=CC=C2C1=O,10.0,ASAP-0013268,Train,10.0,1.0,1.0,10.280000000000001,1.011993114659257,1.011993114659257,openadmet_polaris,2025
165,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNC=N1)C(=O)C1=CC=C(F)C=C12,19.0,ASAP-0013272,Train,19.0,1.2787536009528289,1.2787536009528289,19.532,1.290746715612086,1.290746715612086,openadmet_polaris,2025
166,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,115.0,ASAP-0013255,Train,115.0,2.060697840353612,2.060697840353612,118.22,2.0726909550128685,2.0726909550128685,openadmet_polaris,2025
167,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,405.0,ASAP-0012329,Train,405.0,2.6074550232146687,2.6074550232146687,416.34000000000003,2.6194481378739254,2.6194481378739254,openadmet_polaris,2025
168,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,169.0,ASAP-0012327,Train,169.0,2.2278867046136734,2.2278867046136734,173.732,2.2398798192729306,2.2398798192729306,openadmet_polaris,2025
169,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:4|,153.0,ASAP-0012330,Train,153.0,2.184691430817599,2.184691430817599,157.284,2.1966845454768555,2.1966845454768555,openadmet_polaris,2025
170,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:10|,109.0,ASAP-0012325,Train,109.0,2.037426497940624,2.037426497940624,112.052,2.0494196125998805,2.0494196125998805,openadmet_polaris,2025
171,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,64.0,ASAP-0012317,Train,64.0,1.806179973983887,1.806179973983887,65.792,1.8181730886431442,1.8181730886431442,openadmet_polaris,2025
172,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN=CC(S(C)(=O)=O)=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,635.0,ASAP-0012320,Train,635.0,2.8027737252919755,2.8027737252919755,652.78,2.8147668399512327,2.8147668399512327,openadmet_polaris,2025
173,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCS(=O)(=O)C2=C1 |&1:3|,18.0,ASAP-0012318,Train,18.0,1.255272505103306,1.255272505103306,18.504,1.2672656197625631,1.2672656197625631,openadmet_polaris,2025
174,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,11.0,ASAP-0012334,Train,11.0,1.0413926851582251,1.0413926851582251,11.308,1.053385799817482,1.053385799817482,openadmet_polaris,2025
175,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:4|,100.0,ASAP-0012332,Train,100.0,2.0,2.0,102.8,2.011993114659257,2.011993114659257,openadmet_polaris,2025
176,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,4.0,ASAP-0012337,Train,4.0,0.6020599913279624,0.6020599913279624,4.112,0.6140531059872193,0.6140531059872193,openadmet_polaris,2025
177,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,26.0,ASAP-0012336,Train,26.0,1.414973347970818,1.414973347970818,26.728,1.4269664626300749,1.4269664626300749,openadmet_polaris,2025
178,CNC(=O)C1=CC=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=C1 |o1:14|,746.0,ASAP-0012338,Train,746.0,2.8727388274726686,2.8727388274726686,766.888,2.8847319421319257,2.8847319421319257,openadmet_polaris,2025
179,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:9|,67.0,ASAP-0012340,Train,67.0,1.8260748027008264,1.8260748027008264,68.876,1.8380679173600833,1.8380679173600833,openadmet_polaris,2025
180,CNC(=O)C1=CC=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=C1 |o1:14|,455.0,ASAP-0012344,Train,455.0,2.6580113966571126,2.6580113966571126,467.74,2.6700045113163693,2.6700045113163693,openadmet_polaris,2025
181,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:9|,682.0,ASAP-0012346,Train,682.0,2.833784374656479,2.833784374656479,701.096,2.845777489315736,2.845777489315736,openadmet_polaris,2025
182,CO[C@@H](C)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,87.0,ASAP-0012339,Train,87.0,1.9395192526186185,1.9395192526186185,89.436,1.9515123672778756,1.9515123672778756,openadmet_polaris,2025
183,CO[C@@H](C)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,170.0,ASAP-0012331,Train,170.0,2.230448921378274,2.230448921378274,174.76,2.242442036037531,2.242442036037531,openadmet_polaris,2025
184,CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,48.0,ASAP-0012333,Train,48.0,1.6812412373755872,1.6812412373755872,49.344,1.693234352034844,1.693234352034844,openadmet_polaris,2025
185,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,12.0,ASAP-0012307,Train,12.0,1.0791812460476249,1.0791812460476249,12.336,1.0911743607068818,1.0911743607068818,openadmet_polaris,2025
186,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,18.0,ASAP-0012315,Train,18.0,1.255272505103306,1.255272505103306,18.504,1.2672656197625631,1.2672656197625631,openadmet_polaris,2025
187,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:10|,892.0,ASAP-0012349,Train,892.0,2.950364854376123,2.950364854376123,916.976,2.96235796903538,2.96235796903538,openadmet_polaris,2025
188,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C12,172.0,ASAP-0011513,Train,172.0,2.2355284469075487,2.2355284469075487,176.816,2.247521561566806,2.247521561566806,openadmet_polaris,2025
189,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,240.0,ASAP-0011428,Train,240.0,2.380211241711606,2.380211241711606,246.72,2.392204356370863,2.392204356370863,openadmet_polaris,2025
190,CC1=NN(C)C=C1C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:12|,251.0,ASAP-0011448,Train,251.0,2.399673721481038,2.399673721481038,258.028,2.411666836140295,2.411666836140295,openadmet_polaris,2025
191,CC1=NN(C)C=C1C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |o1:12|,273.0,ASAP-0011446,Train,273.0,2.436162647040756,2.436162647040756,280.644,2.448155761700013,2.448155761700013,openadmet_polaris,2025
192,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,115.0,ASAP-0011432,Train,115.0,2.060697840353612,2.060697840353612,118.22,2.0726909550128685,2.0726909550128685,openadmet_polaris,2025
193,CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,11.0,ASAP-0011528,Train,11.0,1.0413926851582251,1.0413926851582251,11.308,1.053385799817482,1.053385799817482,openadmet_polaris,2025
194,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC#N)C2=CC(Cl)=CC=C2C1=O,37.0,ASAP-0011430,Train,37.0,1.568201724066995,1.568201724066995,38.036,1.5801948387262519,1.5801948387262519,openadmet_polaris,2025
195,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCOCC1)C(=O)C1=CC=C(F)C=C12,96.0,ASAP-0011445,Train,96.0,1.9822712330395684,1.9822712330395684,98.688,1.9942643476988253,1.9942643476988253,openadmet_polaris,2025
196,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=C1)C(=O)C1=CC=C(F)C=C12,27.0,ASAP-0011485,Train,27.0,1.4313637641589874,1.4313637641589874,27.756,1.4433568788182443,1.4433568788182443,openadmet_polaris,2025
