SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_nan_deduplicated,n_reps,y_std,y_min,y_max
CC(C)(C)c1[n-]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,fang_2206,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(C)c1cc(C(=O)CSc2nncn2-c2ccccc2)cc(C(C)(C)C)c1[O-],CC(C)(C)c1cc(C(=O)CSc2nncn2-c2ccccc2)cc(C(C)(C)C)c1O,fang_2909,fang_dataset,1.200689847,1,,1.200689847,1.200689847
CC(C)(C)c1cc(C(=O)CSc2nnnn2-c2ccccc2)cc(C(C)(C)C)c1[O-],CC(C)(C)c1cc(C(=O)CSc2nnnn2-c2ccccc2)cc(C(C)(C)C)c1O,fang_3045,fang_dataset,1.41703964,1,,1.41703964,1.41703964
CC(C)(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,CC(C)(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,CHEMBL4460126,chembl_dataset,2.5058280338548364,1,,2.5058280338548364,2.5058280338548364
CC(C)(C)c1cc(NC(=O)c2cccc3cn[n-]c23)[nH]n1,CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,fang_262,fang_dataset,0.993259831,1,,0.993259831,0.993259831
CC(C)(C)c1cc([N-]S(=O)(=O)c2c(Cl)cccc2Cl)cc(C(C)(C)C)c1,CC(C)(C)c1cc(NS(=O)(=O)c2c(Cl)cccc2Cl)cc(C(C)(C)C)c1,fang_2794,fang_dataset,1.952101391,1,,1.952101391,1.952101391
CC(C)(C)c1cc([N-]S(=O)(=O)c2cccc(F)c2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(NS(=O)(=O)c2cccc(F)c2)cc(C(C)(C)C)c1,fang_2795,fang_dataset,1.000859761,1,,1.000859761,1.000859761
CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,fang_30,fang_dataset,0.932980822,1,,0.932980822,0.932980822
CC(C)(C)c1ccc(=O)n(CC2CN(CC3(O)CCCC3)C2)n1,CC(C)(C)c1ccc(=O)n(CC2CN(CC3(O)CCCC3)C2)n1,fang_1014,fang_dataset,0.801472314,1,,0.801472314,0.801472314
CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(N)cc2)cc1,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(N)cc2)cc1,CHEMBL2041442,chembl_dataset,1.0637085593914173,1,,1.0637085593914173,1.0637085593914173
CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)cc1,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)cc1,CHEMBL5632939,chembl_dataset,1.3552599055273784,1,,1.3552599055273784,1.3552599055273784
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,fang_146,fang_dataset,1.781252594,1,,1.781252594,1.781252594
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL17157,chembl_dataset,2.03342375548695,1,,2.03342375548695,2.03342375548695
CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,fang_3067,fang_dataset,1.661291977,1,,1.661291977,1.661291977
CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,fang_752,fang_dataset,0.814247596,1,,0.814247596,0.814247596
CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,fang_619,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(C)c1ccc(NC(=O)c2ccc(-c3ncccc3Cl)cc2)cc1,CC(C)(C)c1ccc(NC(=O)c2ccc(-c3ncccc3Cl)cc2)cc1,CHEMBL183752,chembl_dataset,2.225309281725863,1,,2.225309281725863,2.225309281725863
CC(C)(C)c1cnc(CN2CCC(=O)Nc3cc(F)ccc32)o1,CC(C)(C)c1cnc(CN2CCC(=O)Nc3cc(F)ccc32)o1,fang_2473,fang_dataset,1.994031049,1,,1.994031049,1.994031049
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,fang_445,fang_dataset,2.105251234,1,,2.105251234,2.105251234
CC(C)(C)c1csc(Cn2ccnc2-c2ccccn2)n1,CC(C)(C)c1csc(Cn2ccnc2-c2ccccn2)n1,fang_2892,fang_dataset,2.084754963,1,,2.084754963,2.084754963
CC(C)(C)c1csc(NC(=O)C2CC2)n1,CC(C)(C)c1csc(NC(=O)C2CC2)n1,fang_275,fang_dataset,1.306167592,1,,1.306167592,1.306167592
CC(C)(C)c1nc(Cn2nnc3ccccc3c2=O)no1,CC(C)(C)c1nc(Cn2nnc3ccccc3c2=O)no1,fang_999,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(C)c1nc([O-])c2nnn(C3CCNCC3)c2n1,CC(C)(C)c1nc(O)c2nnn(C3CCNCC3)c2n1,fang_2692,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(C)c1nccc(NCc2ccncc2)n1,CC(C)(C)c1nccc(NCc2ccncc2)n1,fang_1587,fang_dataset,1.148787684,1,,1.148787684,1.148787684
CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,fang_847,fang_dataset,1.75869242,1,,1.75869242,1.75869242
CC(C)(C)n1cc(CNc2cccnc2)cn1,CC(C)(C)n1cc(CNc2cccnc2)cn1,fang_1393,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(C)n1cc2c(n1)C(=O)C(C)(C)C1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2,CC(C)(C)n1cc2c(n1)C(=O)C(C)(C)C1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2,CHEMBL3359260,chembl_dataset,1.6232492903979006,1,,1.6232492903979006,1.6232492903979006
CC(C)(C)n1ncc(C(=O)N2CCCn3ncnc32)c1C(F)(F)F,CC(C)(C)n1ncc(C(=O)N2CCCn3ncnc32)c1C(F)(F)F,fang_1043,fang_dataset,1.445012288,1,,1.445012288,1.445012288
CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,fang_333,fang_dataset,0.913336926,1,,0.913336926,0.913336926
CC(C)(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C2,CC(C)(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C2,CHEMBL3359261,chembl_dataset,1.3010299956639813,1,,1.3010299956639813,1.3010299956639813
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,fang_35,fang_dataset,2.728516916,1,,2.728516916,2.728516916
CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,E-0015755,openadmet_expansion_train,0.724275869600789,1,,0.724275869600789,0.724275869600789
CC(C)(CF)[N-]S(=O)(=O)c1ccc(-c2c(C#N)c3ccc(OC(F)F)cc3n2C2CCC2)nc1,CC(C)(CF)NS(=O)(=O)c1ccc(-c2c(C#N)c3ccc(OC(F)F)cc3n2C2CCC2)nc1,CHEMBL2398062,chembl_dataset,2.437750562820388,1,,2.437750562820388,2.437750562820388
CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CHEMBL4877692,chembl_dataset,0.8450980400142568,1,,0.8450980400142568,0.8450980400142568
CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)nn1)c1ccc(F)cc1,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)nn1)c1ccc(F)cc1,CHEMBL4853142,chembl_dataset,0.9030899869919436,1,,0.9030899869919436,0.9030899869919436
CC(C)(CNc1cnn(CCO)c1)c1ccccc1,CC(C)(CNc1cnn(CCO)c1)c1ccccc1,fang_2907,fang_dataset,0.92417587,1,,0.92417587,0.92417587
CC(C)(CNc1nc(-c2ccc(C(N)=O)cc2)ns1)c1ccc(F)cc1,CC(C)(CNc1nc(-c2ccc(C(N)=O)cc2)ns1)c1ccc(F)cc1,CHEMBL4855075,chembl_dataset,0.9542425094393248,1,,0.9542425094393248,0.9542425094393248
CC(C)(CNc1nc(-c2cccc(C(N)=O)c2)ns1)c1ccc(F)cc1,CC(C)(CNc1nc(-c2cccc(C(N)=O)c2)ns1)c1ccc(F)cc1,CHEMBL4868977,chembl_dataset,1.0413926851582251,1,,1.0413926851582251,1.0413926851582251
CC(C)(CNc1ncc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CC(C)(CNc1ncc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CHEMBL4848155,chembl_dataset,0.7781512503836436,1,,0.7781512503836436,0.7781512503836436
CC(C)(CNc1ncns1)c1ccc(F)cc1,CC(C)(CNc1ncns1)c1ccc(F)cc1,CHEMBL4864966,chembl_dataset,1.4771212547196624,1,,1.4771212547196624,1.4771212547196624
CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,fang_1070,fang_dataset,1.734055373,1,,1.734055373,1.734055373
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc([O-])cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,CHEMBL1240967,chembl_dataset,-1.2676062401770316,1,,-1.2676062401770316,-1.2676062401770316
CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1,CHEMBL68692,chembl_dataset,2.9222062774390163,1,,2.9222062774390163,2.9222062774390163
CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NCc1ccccc1,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NCc1ccccc1,CHEMBL65784,chembl_dataset,2.4756711883244296,1,,2.4756711883244296,2.4756711883244296
CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)[N-]N,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NN,CHEMBL66159,chembl_dataset,1.5145477526602862,1,,1.5145477526602862,1.5145477526602862
CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CC(C)(F)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CHEMBL68366,chembl_dataset,0.9030899869919436,1,,0.9030899869919436,0.9030899869919436
CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(O)=NO,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NO,CHEMBL305423,chembl_dataset,0.5563025007672873,1,,0.5563025007672873,0.5563025007672873
CC(C)(F)CN1CCc2cc([O-])ccc2C1c1ccc(OCCCCCCC(O)=NO)cc1,CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCCC(=O)NO)cc1,CHEMBL5090940,chembl_dataset,2.120277720339369,1,,2.120277720339369,2.120277720339369
CC(C)(Nc1cc(-c2ccccc2)[n-]c(=O)n1)c1ccccc1,CC(C)(Nc1cc(-c2ccccc2)[nH]c(=O)n1)c1ccccc1,E-0012188,openadmet_expansion_train,-0.6989700043360187,1,,-0.6989700043360187,-0.6989700043360187
CC(C)(Nc1ccc2[nH]nc(-c3ccc(N4CCNCC4)nc3)c2c1)c1ccccc1,CC(C)(Nc1ccc2[nH]nc(-c3ccc(N4CCNCC4)nc3)c2c1)c1ccccc1,CHEMBL4462390,chembl_dataset,3.239799818447098,1,,3.239799818447098,3.239799818447098
CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)cc1F,CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)cc1F,CHEMBL5274528,chembl_dataset,1.3222192947339193,1,,1.3222192947339193,1.3222192947339193
CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)cn1,CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)cn1,CHEMBL5282072,chembl_dataset,1.2787536009528289,1,,1.2787536009528289,1.2787536009528289
CC(C)(O)C#Cc1cc2c(cn1)c(C1CC1)cn2-c1ccnc(N)n1,CC(C)(O)C#Cc1cc2c(cn1)c(C1CC1)cn2-c1ccnc(N)n1,CHEMBL5268795,chembl_dataset,1.0,1,,1.0,1.0
CC(C)(O)C#Cc1cc2c(cn1)c(C1CCOCC1)cn2-c1ccnc(N)n1,CC(C)(O)C#Cc1cc2c(cn1)c(C1CCOCC1)cn2-c1ccnc(N)n1,CHEMBL5279863,chembl_dataset,0.7781512503836436,1,,0.7781512503836436,0.7781512503836436
CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)[nH]nc3n2)CC1,CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,fang_792,fang_dataset,0.921842481,1,,0.921842481,0.921842481
CC(C)(O)CC(=O)N1CC2C(=O)N(c3cccc4c3cnn4-c3ccccc3F)C[C@@H]2C1,CC(C)(O)CC(=O)N1C[C@H]2CN(c3cccc4c3cnn4-c3ccccc3F)C(=O)[C@H]2C1,CHEMBL3798320,chembl_dataset,1.6367886890343748,1,,1.6367886890343748,1.6367886890343748
CC(C)(O)CC(=O)N1CC[C@H]2CN(c3cccc4c3cnn4-c3ccccc3F)C(=O)C21,CC(C)(O)CC(=O)N1CC[C@H]2CN(c3cccc4c3cnn4-c3ccccc3F)C(=O)[C@H]21,CHEMBL3799939,chembl_dataset,1.7658919764300154,1,,1.7658919764300154,1.7658919764300154
CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CHEMBL308473,chembl_dataset,0.7781512503836436,1,,0.7781512503836436,0.7781512503836436
CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CC(C)(O)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,CHEMBL66457,chembl_dataset,0.6901960800285137,1,,0.6901960800285137,0.6901960800285137
CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,CHEMBL304053,chembl_dataset,1.2174839442139065,1,,1.2174839442139065,1.2174839442139065
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,fang_5,fang_dataset,0.5517951413239341,2,0.628738379414263,0.1072099696478683,0.996380313
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,fang_2074,fang_dataset,0.892094603,1,,0.892094603,0.892094603
CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,fang_2075,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,fang_984,fang_dataset,1.372948806,1,,1.372948806,1.372948806
CC(C)(O)COC1CCN(C(=O)c2[nH]ncc2-c2ccc3ncsc3c2)CC1,CC(C)(O)COC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014448,openadmet_expansion_train,0.7558748556724915,1,,0.7558748556724915,0.7558748556724915
CC(C)(O)COc1cccc2onc(OCC3CCN(CC4(O)CCOCC4)CC3)c12,CC(C)(O)COc1cccc2onc(OCC3CCN(CC4(O)CCOCC4)CC3)c12,CHEMBL2179590,chembl_dataset,1.57978359661681,1,,1.57978359661681,1.57978359661681
CC(C)(O)Cn1cc(-c2nc(NC3CCN(S(=O)(=O)C4CC4)CC3)ncc2C(F)(F)F)cn1,CC(C)(O)Cn1cc(-c2nc(NC3CCN(S(=O)(=O)C4CC4)CC3)ncc2C(F)(F)F)cn1,CHEMBL5569715,chembl_dataset,0.9208013818256542,1,,0.9208013818256542,0.9208013818256542
CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,fang_2489,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(O)[C@H]1CCC[C@H](NC(=O)C2CCN(c3nc4cc(Cl)c(C(F)(F)F)cc4o3)CC2)C1,CC(C)(O)[C@H]1CCC[C@H](NC(=O)C2CCN(c3nc4cc(Cl)c(C(F)(F)F)cc4o3)CC2)C1,CHEMBL2325076,chembl_dataset,1.9912260756924949,1,,1.9912260756924949,1.9912260756924949
CC(C)(O)c1ccc(NC(=O)c2cc(C(=O)NCc3ccc(F)c(F)c3)c(F)cc2Cl)cc1,CC(C)(O)c1ccc(NC(=O)c2cc(C(=O)NCc3ccc(F)c(F)c3)c(F)cc2Cl)cc1,CHEMBL5286386,chembl_dataset,1.1903316981702914,1,,1.1903316981702914,1.1903316981702914
CC(C)(Oc1c(Cl)cc(Cn2ncn(-c3ccc(C(F)(F)F)cc3)c2=O)cc1Cl)C(=O)[O-],CC(C)(Oc1c(Cl)cc(Cn2ncn(-c3ccc(C(F)(F)F)cc3)c2=O)cc1Cl)C(=O)O,CHEMBL5076090,chembl_dataset,1.0111473607757977,1,,1.0111473607757977,1.0111473607757977
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)[O-],CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,fang_4,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(OCc2ccc(C#N)cc2)cc1,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(OCc2ccc(C#N)cc2)cc1,CHEMBL4798218,chembl_dataset,1.255272505103306,1,,1.255272505103306,1.255272505103306
CC(C)(Oc1ccc(F)cc1Cl)C(=O)N[C@H]1C2CC3CC1C[C@](S(C)(=O)=O)(C3)C2,CC(C)(Oc1ccc(F)cc1Cl)C(=O)N[C@H]1C2CC3CC1C[C@](S(C)(=O)=O)(C3)C2,CHEMBL241707,chembl_dataset,1.426023015689876,1,,1.426023015689876,1.426023015689876
CC(C)(c1cc(-c2cnc(N)cc2F)nc(N2CCOCC2)n1)S(C)(=O)=O,CC(C)(c1cc(-c2cnc(N)cc2F)nc(N2CCOCC2)n1)S(C)(=O)=O,CHEMBL4207037,chembl_dataset,0.6989700043360189,1,,0.6989700043360189,0.6989700043360189
CC(C)(c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)[N-]S(C)(=O)=O)cc2C2CC2)CC1,CC(C)(c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,CHEMBL5082131,chembl_dataset,0.8920946026904804,1,,0.8920946026904804,0.8920946026904804
CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL79236,chembl_dataset,1.3424226808222062,1,,1.3424226808222062,1.3424226808222062
CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706620,chembl_dataset,1.2787536009528289,1,,1.2787536009528289,1.2787536009528289
CC(C)(c1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc1)C(F)(F)F,CC(C)(c1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F,CHEMBL3353601,chembl_dataset,1.4265112613645752,1,,1.4265112613645752,1.4265112613645752
CC(C)(c1ccc(NC(=O)c2ccc(-c3ncccc3Cl)cc2)cc1)C(F)(F)F,CC(C)(c1ccc(NC(=O)c2ccc(-c3ncccc3Cl)cc2)cc1)C(F)(F)F,CHEMBL238016,chembl_dataset,1.662757831681574,1,,1.662757831681574,1.662757831681574
CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706621,chembl_dataset,2.6989700043360187,1,,2.6989700043360187,2.6989700043360187
CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706613,chembl_dataset,1.4313637641589874,1,,1.4313637641589874,1.4313637641589874
CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706622,chembl_dataset,1.5440680443502757,1,,1.5440680443502757,1.5440680443502757
CC(C)=CCOc1cccc(C(=O)[N-]N2CCOCC2)c1,CC(C)=CCOc1cccc(C(=O)NN2CCOCC2)c1,fang_2374,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)C#Cc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,CC(C)C#Cc1cn[nH]c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013818,openadmet_expansion_train,1.7558748556724917,1,,1.7558748556724917,1.7558748556724917
CC(C)C(=O)N(C)C1CCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1,CC(C)C(=O)N(C)C1CCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1,CHEMBL2063251,chembl_dataset,2.127104798364808,1,,2.127104798364808,2.127104798364808
CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,fang_642,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)C(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,CC(C)C(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,CHEMBL403224,chembl_dataset,1.9916690073799488,1,,1.9916690073799488,1.9916690073799488
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,fang_665,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)C(=O)N1CCc2c(N3CCOC[C@H]3C)nc(-c3cccc4[nH]ccc34)nc2C1(C)C,CC(C)C(=O)N1CCc2c(N3CCOC[C@H]3C)nc(-c3cccc4[nH]ccc34)nc2C1(C)C,CHEMBL5439160,chembl_dataset,2.66838591669,1,,2.66838591669,2.66838591669
CC(C)C(=O)N1CCn2nc(CNC3CCc4ccccc4CC3)cc2C1,CC(C)C(=O)N1CCn2nc(CNC3CCc4ccccc4CC3)cc2C1,fang_2607,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(C)C(=O)NC1CCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1,CC(C)C(=O)NC1CCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1,CHEMBL2063236,chembl_dataset,1.6989700043360187,1,,1.6989700043360187,1.6989700043360187
