SMILES_standardized,hlm_value_scaled_deduplicated,n_reps,y_std,y_min,y_max
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ncccc35)C4)cc2)C1,8.6,1,,8.6,8.6
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,99.6,1,,99.6,99.6
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,16.2,1,,16.2,16.2
COCC1CN(Cc2ccc(N3CC4CC3CN4C(=O)c3cn(C)c4ccccc34)cc2)C1,114.8,1,,114.8,114.8
COCC1CN(Cc2ccc(N3CCC(Cn4c(=O)n(C)c5ccccc54)CC3)cc2)C1,112.2,1,,112.2,112.2
COCC1CN(Cc2ccc(N3CCC(Cn4c(=O)n(C)c5ncccc54)CC3)cc2)C1,17.8,1,,17.8,17.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,51.5,1,,51.5,51.5
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,51.2,1,,51.2,51.2
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)C[C@H]3C)cc2)C1,104.6,1,,104.6,104.6
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)C[C@H]3C)cn2)C1,43.4,1,,43.4,43.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccncc45)CC3)cc2)C1,3.0,1,,3.0,3.0
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,41.8,1,,41.8,41.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(Cl)ccc45)CC3)cc2)C1,15.4,1,,15.4,15.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(OC)ccc45)CC3)cc2)C1,37.5,1,,37.5,37.5
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C(F)(F)F)cc45)CC3)cc2)C1,15.6,1,,15.6,15.6
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(Cl)cc45)CC3)cc2)C1,12.5,1,,12.5,12.5
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(F)cc45)CC3)cc2)C1,6.8,1,,6.8,6.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(OC)cc45)CC3)cc2)C1,5.6,1,,5.6,5.6
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,8.8,1,,8.8,8.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,0.7,1,,0.7,0.7
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,65.3,1,,65.3,65.3
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,1.6,1,,1.6,1.6
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)C[C@H]3C)cc2)C1,8.7,1,,8.7,8.7
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccnc45)CC3)cc2)C1,1.0,1,,1.0,1.0
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncncc45)CC3)cc2)C1,2.1,1,,2.1,2.1
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cnc5ccccn45)CC3)cc2)C1,0.0,1,,0.0,0.0
COCC1CN(Cc2ccc(N3C[C@@H](C)N(C(=O)c4cn(C)c5ncccc45)[C@@H](C)C3)cc2)C1,45.2,1,,45.2,45.2
COCC1CN(Cc2ccc(N3C[C@@H]4CC[C@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,10.8,1,,10.8,10.8
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,11.1,1,,11.1,11.1
COCC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,13.2,1,,13.2,13.2
COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)c2)C1,60.6,1,,60.6,60.6
COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,12.8,1,,12.8,12.8
COCC1CN([C@@H](C)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,23.6,1,,23.6,23.6
COCC1CN([C@@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,27.2,1,,27.2,27.2
COCC1CN([C@H](C)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,12.8,1,,12.8,12.8
COCC1CN([C@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,10.3,1,,10.3,10.3
COCC1CN(c2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,87.8,1,,87.8,87.8
COCCC(=O)Nc1ccc(-c2ccc3ccncc3c2)cc1,89.7,1,,89.7,89.7
COCCC(=O)Nc1cccc(-c2ccc3ccncc3c2)c1,123.1,1,,123.1,123.1
COCCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,61.5,1,,61.5,61.5
COCCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,52.5,1,,52.5,52.5
COCCCN[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,51.1,1,,51.1,51.1
COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,7.5,1,,7.5,7.5
COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,14.1,1,,14.1,14.1
COCCCN[C@@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,5.9,1,,5.9,5.9
COCCCN[C@@H](C)COc1cnn(-c2ccc3ccncc3c2)c1,18.7,1,,18.7,18.7
COCCCN[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,37.5,1,,37.5,37.5
COCCCN[C@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,2.7,1,,2.7,2.7
COCCCN[C@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,10.9,1,,10.9,10.9
COCCCN[C@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,5.9,1,,5.9,5.9
COCCCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,9.5,1,,9.5,9.5
COCCN(C)C(=O)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,44.6,1,,44.6,44.6
COCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,52.9,1,,52.9,52.9
COCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,86.0,1,,86.0,86.0
COCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,88.7,1,,88.7,88.7
COCCN(c1ccc(Cl)cc1)C1CCN(C(=O)c2[nH]nc3cccnc23)CC1,54.7,1,,54.7,54.7
COCCN1CCC(N(C)c2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)CC1,5.9,1,,5.9,5.9
COCCN1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)CC1,3.7,1,,3.7,3.7
COCCN1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)cc(Cl)c23)CC1,6.3,1,,6.3,6.3
COCCN1CCC(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,0.1,1,,0.1,0.1
COCCNC(=O)c1c(Cl)cc(-c2ccc3ccncc3c2)c(N)c1C,20.7,1,,20.7,20.7
COCCNC(=O)c1ccc(-c2cc(C#N)c3ccncc3c2)cc1,23.1,1,,23.1,23.1
COCCNC(=O)c1ccc(-c2cc(C)c3ccncc3c2)cc1,44.0,1,,44.0,44.0
COCCNC(=O)c1ccc(-c2cc(C)cc3cnccc23)cc1,21.7,1,,21.7,21.7
COCCNC(=O)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,7.2,1,,7.2,7.2
COCCNC(=O)c1ccc(-c2ccc3ccncc3c2)c(N)c1C,1.8,1,,1.8,1.8
COCCNC(=O)c1ccc(-c2ccc3ccncc3c2)cc1,24.0,1,,24.0,24.0
COCCNC(=O)c1ccc(-c2ccc3cncn3c2)cc1,4.2,1,,4.2,4.2
COCCNC(=O)c1ccc(-c2cccc(C)c2N)cc1,1.9,1,,1.9,1.9
COCCNC(=O)c1ccc2c(c1)c(-c1cncc(OC)c1)cn2C,86.2,1,,86.2,86.2
COCCNC(=O)c1ccc2c(c1)c1cc(C#N)cc(C)c1n2C,163.1,1,,163.1,163.1
COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,40.0,1,,40.0,40.0
COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,12.0,1,,12.0,12.0
COCCNC(=O)c1cccc(-c2ccc3ccncc3c2)c1,41.5,1,,41.5,41.5
COCCNCCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,6.5,1,,6.5,6.5
COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,17.1,1,,17.1,17.1
COCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,14.7,1,,14.7,14.7
COCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,42.7,1,,42.7,42.7
COCCOc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,10.0,1,,10.0,10.0
COCCn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3nnc(C)s3)cnc21,0.0,1,,0.0,0.0
COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,5.1,1,,5.1,5.1
COCCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,6.8,1,,6.8,6.8
COC[C@@H](C)NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,66.0,1,,66.0,66.0
COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,66.4,1,,66.4,66.4
COC[C@@H]1CCCN1Cc1cccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)c1,10.0,1,,10.0,10.0
COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,131.0,1,,131.0,131.0
COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,92.3,1,,92.3,92.3
COC[C@H](C)NC(=O)c1cccc(-c2cc(C)c3ccncc3c2)c1,122.4,1,,122.4,122.4
COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,8.6,1,,8.6,8.6
COC[C@H]1CCCN1Cc1cccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)c1,106.0,1,,106.0,106.0
COC[C@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,120.9,1,,120.9,120.9
COCc1ccc(OC2CCN(C(=O)c3[nH]ncc3-c3ccccc3)CC2)cc1,105.3,1,,105.3,105.3
COCc1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,66.7,1,,66.7,66.7
COCc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2[nH]nc4cccnc24)C3)c1,106.0,1,,106.0,106.0
COCc1ncccc1O[C@@H]1[C@@H]2CC[C@H]1CN(Cc1[nH]nc3cccnc13)C2,16.7,1,,16.7,16.7
CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)C1,20.0,1,,20.0,20.0
CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,8.9,1,,8.9,8.9
CO[C@@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,14.4,1,,14.4,14.4
CO[C@@H]1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)C1,3.9,1,,3.9,3.9
CO[C@@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,9.1,1,,9.1,9.1
CO[C@@H]1CCN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,27.2,1,,27.2,27.2
CO[C@@H]1CN(c2ccncc2)CC[C@H]1NC(=O)c1cc2cc(-c3nnc(C)s3)cnc2n1C,0.0,1,,0.0,0.0
CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)C1,26.2,1,,26.2,26.2
CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,9.0,1,,9.0,9.0
CO[C@H]1CCN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,50.8,1,,50.8,50.8
CO[C@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,17.6,1,,17.6,17.6
CO[C@H]1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)C1,3.9,1,,3.9,3.9
CO[C@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,5.2,1,,5.2,5.2
CO[C@H]1CCN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,33.9,1,,33.9,33.9
CO[C@H]1CN(c2ccncc2)CC[C@@H]1NC(=O)c1cc2cc(-c3nnc(C)s3)cnc2n1C,0.0,1,,0.0,0.0
CO[C@H]1CN(c2ccncc2)CC[C@H]1NC(=O)c1cc2cc(-c3nnc(C)s3)cnc2n1C,0.0,1,,0.0,0.0
COc1c(-c2cc(F)c(OCCN3CCOCC3)cc2F)cc2cnccc2c1C,236.8,1,,236.8,236.8
COc1c(-c2cc(F)c(OCCN3CCOCC3)cc2F)cc2cnccc2c1Cl,205.9,1,,205.9,205.9
COc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,68.6,1,,68.6,68.6
COc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,55.9,1,,55.9,55.9
COc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2[nH]ncc12,23.3,1,,23.3,23.3
COc1c(C)cc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,51.8,1,,51.8,51.8
COc1c(Cl)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,7.8,1,,7.8,7.8
COc1c(Cl)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,39.3,1,,39.3,39.3
COc1c(Cl)ccc2cc3c(=O)n(CCCN4CCCCC4)ccn3c12,17.5,1,,17.5,17.5
COc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,10.9,1,,10.9,10.9
COc1c(F)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,38.4,1,,38.4,38.4
COc1c(F)ccc2cc3c(=O)n(CCCN4CCCCC4)ccn3c12,23.8,1,,23.8,23.8
COc1c(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccnc1C,184.2,1,,184.2,184.2
COc1c(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)cnc4n3C)CC2)ccnc1C,29.4,1,,29.4,29.4
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,27.6,1,,27.6,27.6
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,47.7,1,,47.7,47.7
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cn2nccc12,11.8,1,,11.8,11.8
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cn2ncnc12,2.6,1,,2.6,2.6
COc1cc(-c2ccc3c(C(=O)N4CCN(c5ccc(CN6CC(OC)C6)cc5)CC4)cn(C)c3c2)ccn1,17.5,1,,17.5,17.5
COc1cc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)ccn1,18.0,1,,18.0,18.0
COc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,30.8,1,,30.8,30.8
COc1cc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,11.8,1,,11.8,11.8
COc1cc(C)c2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,26.2,1,,26.2,26.2
COc1cc(C)c2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,34.9,1,,34.9,34.9
COc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,9.8,1,,9.8,9.8
COc1cc(Cl)c2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,41.3,1,,41.3,41.3
COc1cc(Cl)c2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,19.0,1,,19.0,19.0
COc1cc(Cl)cc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,84.5,1,,84.5,84.5
COc1cc(Cl)cc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,168.6,1,,168.6,168.6
COc1cc(F)c2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,31.2,1,,31.2,31.2
COc1cc(F)c2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]nc2c1,24.6,1,,24.6,24.6
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,62.1,1,,62.1,62.1
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(Oc3ccc(C#N)cc3)CC2)[nH]n1,6.2,1,,6.2,6.2
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,7.5,1,,7.5,7.5
COc1cc(N)ncc1CCCN(C)CCCn1cnc2c([nH]c3ccccc32)c1=O,6.9,1,,6.9,6.9
COc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)cnc4n3C)CC2)c(C)cn1,35.7,1,,35.7,35.7
COc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)cnc4n3C)CC2)ccn1,8.7,1,,8.7,8.7
COc1cc(Nc2nc(-c3ccccc3)cc(=O)[n-]2)cc(OC)c1,76.8,1,,76.8,76.8
COc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,11.4,1,,11.4,11.4
COc1cc(Nc2nccc(=O)[n-]2)cc(OC)c1,22.0,1,,22.0,22.0
COc1cc(OC2CCN(C3CC3)CC2)ccc1-c1[nH]nc2cccnc12,12.3,1,,12.3,12.3
COc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,28.1,1,,28.1,28.1
COc1cc2[nH]c(C)nc(=O)c2cc1-c1ccc(OCCN2CCCCC2)cc1,14.6,1,,14.6,14.6
COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,9.6,1,,9.6,9.6
COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cn1,6.2,1,,6.2,6.2
COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2cc1OC,1.5,1,,1.5,1.5
COc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,6.1,1,,6.1,6.1
COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,8.0,1,,8.0,8.0
COc1cc2c(cc1-c1cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n1)ncn2C,33.8,1,,33.8,33.8
COc1cc2c(cc1Cl)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,10.4,1,,10.4,10.4
COc1cc2c(cn1)-c1cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)nn1CN2C,95.8,1,,95.8,95.8
COc1cc2c(cn1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.3,1,,2.3,2.3
COc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,10.7,1,,10.7,10.7
COc1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2cn1,58.3,1,,58.3,58.3
COc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,12.8,1,,12.8,12.8
COc1cc2cnccc2c(-c2ccc(OCCN3CCCCC3)cc2)c1N,8.9,1,,8.9,8.9
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C)CC3)CC2)[nH]n1,0.0,1,,0.0,0.0
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,21.7,1,,21.7,21.7
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n(C)n1,23.3,1,,23.3,23.3
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,5.8,1,,5.8,5.8
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)on1,2.2,1,,2.2,2.2
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,25.0,1,,25.0,25.0
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(Cc3ccc(Cl)c(F)c3)CC2)[nH]n1,88.0,1,,88.0,88.0
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)[nH]n1,15.6,1,,15.6,15.6
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(c3ccc(Cl)cn3)CC2)[nH]n1,19.2,1,,19.2,19.2
COc1ccc(-c2[nH]nc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)c2C)c(OC)c1,4.7,1,,4.7,4.7
COc1ccc(-c2c[nH]c(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n2)c(OC)c1,25.3,1,,25.3,25.3
COc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)cc1OC,131.0,1,,131.0,131.0
COc1ccc(-c2c[nH]nc2C(=O)N2CCN(c3cncc(Cl)c3)CC2)c(OC)c1,303.9,1,,303.9,303.9
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCN(C5CC5)CC4)CC3)[nH]n2)c(OC)c1,48.6,1,,48.6,48.6
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCOCC4)CC3)[nH]n2)c(OC)c1,7.7,1,,7.7,7.7
COc1ccc(-c2cc(C(=O)N3CCC(OCC(C)(C)O)CC3)[nH]n2)c(OC)c1,1.2,1,,1.2,1.2
COc1ccc(-c2cc(C(=O)N3CCC(OCC(N)=O)CC3)[nH]n2)c(OC)c1,1.5,1,,1.5,1.5
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)c(OC)c1,4.8,1,,4.8,4.8
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)cc1OC,21.4,1,,21.4,21.4
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)on2)c([O-])c1,363.8,1,,363.8,363.8
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(N(C)C)nc4)CC3)[nH]n2)c(OC)c1,137.8,1,,137.8,137.8
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cnc(C)nc4)CC3)[nH]n2)c(OC)c1,3.6,1,,3.6,3.6
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)c(F)c1,49.1,1,,49.1,49.1
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)c(OC)c1,26.7,1,,26.7,26.7
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)cc1OC,32.7,1,,32.7,32.7
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)nc1,24.6,1,,24.6,24.6
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)n4)CC3)[nH]n2)c(OC)c1,33.0,1,,33.0,33.0
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncc(Cl)cn4)CC3)[nH]n2)c(OC)c1,18.2,1,,18.2,18.2
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccc4F)CC3)[nH]n2)c(OC)c1,12.1,1,,12.1,12.1
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccn4)CC3)[nH]n2)c(OC)c1,1.6,1,,1.6,1.6
COc1ccc(-c2cc(C(=O)N3CCC[C@@H](Oc4ccc(Cl)cc4)C3)[nH]n2)c(OC)c1,95.4,1,,95.4,95.4
COc1ccc(-c2cc(C(=O)N3CCC[C@@H](Oc4cncc(Cl)c4)C3)[nH]n2)c(OC)c1,221.1,1,,221.1,221.1
COc1ccc(-c2cc(C(=O)N3CCC[C@H](Oc4ccc(Cl)cc4)C3)[nH]n2)c(OC)c1,26.8,1,,26.8,26.8
COc1ccc(-c2cc(C(=O)N3CCC[C@H](Oc4cncc(Cl)c4)C3)[nH]n2)c(OC)c1,173.2,1,,173.2,173.2
COc1ccc(-c2cc(C(=O)N3CCN(C(C)=O)CC3)[nH]n2)c(OC)c1,1.9,1,,1.9,1.9
COc1ccc(-c2cc(C(=O)N3CCN(C4CC4)CC3)[nH]n2)c(OC)c1,4.3,1,,4.3,4.3
COc1ccc(-c2cc(C(=O)N3CCN(CC(F)(F)F)CC3)[nH]n2)c(OC)c1,6.5,1,,6.5,6.5
COc1ccc(-c2cc(C(=O)N3CCN(c4ccc(Cl)cc4)CC3)[nH]n2)c(OC)c1,5.5,1,,5.5,5.5
COc1ccc(-c2cc(C(=O)N3CCN(c4cncc(Cl)c4)CC3)[nH]n2)c(OC)c1,51.0,1,,51.0,51.0
COc1ccc(-c2cc(C(=O)N3CC[C@@H](OC)C3)[nH]n2)c(OC)c1,21.2,1,,21.2,21.2
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,38.7,1,,38.7,38.7
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,74.3,1,,74.3,74.3
COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,16.0,1,,16.0,16.0
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,130.3,1,,130.3,130.3
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,180.1,1,,180.1,180.1
